theorist,concept,native,one_liner,part,major,sub,era,source,confidence
Tim Ingold,Lines,,"History of how lines weave through human life and craft",ART,Anthropology & Sociology of Art,Anthropology of Art & Ritual,Contemporary,DB,high
Tim Ingold,Making,,"Making as a correspondence between maker and materials, not imposition",ART,Anthropology & Sociology of Art,Anthropology of Art & Ritual,Contemporary,DB,high
Tim Ingold,The Life of Lines,,"Living world is a meshwork of entangled, ongoing lines",ART,Anthropology & Sociology of Art,Anthropology of Art & Ritual,Contemporary,DB,high
Tim Ingold,Meshwork,,"Lives are interwoven threads, not nodes in a network",ART,Anthropology & Sociology of Art,Anthropology of Art & Ritual,Contemporary,Knowledge,high
Tim Ingold,Dwelling,,"Skills and knowledge emerge from dwelling within an environment",ART,Anthropology & Sociology of Art,Anthropology of Art & Ritual,Contemporary,Knowledge,high
Tim Ingold,Wayfaring,,"Knowing by moving along paths rather than across maps",ART,Anthropology & Sociology of Art,Anthropology of Art & Ritual,Contemporary,Knowledge,med
Tim Wu,The Attention Merchants,,"Industries that harvest and resell human attention as commodity",LAW,"Digital, Technology & AI Law",Cyberlaw & Technology Regulation,Contemporary,DB,high
Tim Wu,The Curse of Bigness,,"Concentrated corporate power threatens democracy and competition",LAW,"Digital, Technology & AI Law",Cyberlaw & Technology Regulation,Contemporary,DB,high
Tim Wu,The Master Switch,,"Information empires cycle between open and closed control",LAW,"Digital, Technology & AI Law",Cyberlaw & Technology Regulation,Contemporary,DB,high
Tim Wu,Net Neutrality,,"Coined principle that carriers must treat all traffic equally",LAW,"Digital, Technology & AI Law",Cyberlaw & Technology Regulation,Contemporary,Knowledge,high
Timothy Mitchell,Carbon Democracy,,"Modern democracy shaped by the politics of fossil fuels",Politics,"Postcolonial, Feminist & Environmental Politics",Postcolonial & Decolonial Politics,Contemporary,DB,high
Timothy Mitchell,Colonising Egypt,,"How colonial power produced Egypt as orderly object of rule",Politics,"Postcolonial, Feminist & Environmental Politics",Postcolonial & Decolonial Politics,Contemporary,DB,high
Timothy Mitchell,Rule of Experts,,"Techno-politics and expertise constitute the modern economy",Politics,"Postcolonial, Feminist & Environmental Politics",Postcolonial & Decolonial Politics,Contemporary,DB,high
Timothy Mitchell,The Economy (as object),,"The economy emerged as a calculable national object in the twentieth century",Politics,"Postcolonial, Feminist & Environmental Politics",Postcolonial & Decolonial Politics,Contemporary,Knowledge,high
Timothy Mitchell,Enframing,,"Colonial power works by representing the world as ordered exhibition",Politics,"Postcolonial, Feminist & Environmental Politics",Postcolonial & Decolonial Politics,Contemporary,Knowledge,med
Timothy Morton,Hyperobjects,,"Entities so vast in time and space they exceed human grasp",Critics,Ecological & Environmental,Dark Ecology & Anthropocene,Contemporary,DB,high
Timothy Morton,Dark Ecology,,"Ecological awareness as uncanny, ironic, melancholic entanglement",Critics,Ecological & Environmental,Dark Ecology & Anthropocene,Contemporary,DB,high
Timothy Morton,The Ecological Thought,,"Interconnectedness of all life and nonlife as the mesh",Critics,Ecological & Environmental,Dark Ecology & Anthropocene,Contemporary,DB,high
Timothy Morton,Anthropocene Criticism,,"Reading literature and art through the planetary human epoch",Critics,Ecological & Environmental,Dark Ecology & Anthropocene,Contemporary,DB,high
Timothy Morton,The Mesh,,"Infinite interconnection of all beings without center or edge",Critics,Ecological & Environmental,Dark Ecology & Anthropocene,Contemporary,Knowledge,high
Timothy Snyder,Bloodlands,,"Mass killing in lands between Hitler and Stalin",History,"Political, Legal & Global History",Political & State,Contemporary,DB,high
Timothy Snyder,On Tyranny,,"Lessons from twentieth-century history for defending democracy",History,"Political, Legal & Global History",Political & State,Contemporary,DB,high
Timothy Snyder,The Road to Unfreedom,,"Politics of inevitability and eternity erode democracy",History,"Political, Legal & Global History",Political & State,Contemporary,DB,high
Timothy Snyder,Politics of Eternity,,"Authoritarian myth of cyclical victimhood replacing progress",History,"Political, Legal & Global History",Political & State,Contemporary,Knowledge,high
Tiziana Terranova,Free Labor,,"Unpaid online activity as value extracted by digital capitalism",Culture,"Digital, Media & Algorithmic Culture",Networked & Participatory Culture,Contemporary,DB,high
Tiziana Terranova,Network Culture,,"Culture as informational, dynamic, self-organizing networks",Culture,"Digital, Media & Algorithmic Culture",Networked & Participatory Culture,Contemporary,DB,high
Tiziana Terranova,Cyberculture,,"Politics of information flows and digital communication",Culture,"Digital, Media & Algorithmic Culture",Networked & Participatory Culture,Contemporary,DB,high
Tiziana Terranova,Red Stack Attack,,"Reclaiming algorithms and platforms for postcapitalist commons",Culture,"Digital, Media & Algorithmic Culture",Networked & Participatory Culture,Contemporary,Knowledge,med
Toby Miller,Cultural Citizenship,,"Belonging and rights claimed through cultural participation",Culture,Identity & Difference,Cultural Citizenship & Politics,Contemporary,DB,high
Toby Miller,Global Hollywood,,"Hollywood's worldwide division of cultural labor and dominance",Culture,Identity & Difference,Cultural Citizenship & Politics,Contemporary,DB,high
Toby Miller,Cultural Policy Theory,,"Governance of culture as field of state and market power",Culture,Identity & Difference,Cultural Citizenship & Politics,Contemporary,DB,high
Toby Miller,SportSex,,"Sport as a site of sexualized bodies and spectacle",Culture,Identity & Difference,Cultural Citizenship & Politics,Contemporary,DB,med
Toby Miller,The New International Division of Cultural Labor,,"Media production globally distributed to exploit cheaper labor",Culture,Identity & Difference,Cultural Citizenship & Politics,Contemporary,Knowledge,med
Toby Slade,Japanese Fashion,,"History of Japanese dress as modern aesthetic system",ART,Fashion & Dress Studies,"Dress, Identity & Fashion Systems",Contemporary,DB,high
Toby Slade,Fashion of the Japanese,,"How clothing expressed Japanese modernity and identity",ART,Fashion & Dress Studies,"Dress, Identity & Fashion Systems",Contemporary,DB,med
Toby Slade,Hybrid Dress Modernity,,"Japanese modern dress blends Western and indigenous sartorial codes",ART,Fashion & Dress Studies,"Dress, Identity & Fashion Systems",Contemporary,Knowledge,med
Tom Ginsburg,Constitutions in Authoritarian Regimes,,"How autocrats use constitutions to entrench and legitimate power",LAW,Constitutional Theory & Public Law,"Constitutionalism, Judicial Review & Rights",Contemporary,DB,high
Tom Ginsburg,Judicial Review in New Democracies,,"Courts as insurance for political losers in democratization",LAW,Constitutional Theory & Public Law,"Constitutionalism, Judicial Review & Rights",Contemporary,DB,high
Tom Ginsburg,How to Save a Constitutional Democracy,,"Diagnosing and resisting democratic backsliding through law",LAW,Constitutional Theory & Public Law,"Constitutionalism, Judicial Review & Rights",Contemporary,DB,high
Tom Ginsburg,Constitutional Endurance,,"Why some constitutions survive and most die young",LAW,Constitutional Theory & Public Law,"Constitutionalism, Judicial Review & Rights",Contemporary,Knowledge,high
Tom Nichols,The Death of Expertise,,"Collapse of public trust in knowledge and specialists",Society,Advanced & Applied Social Theories,Culture & Media,Contemporary,DB,high
Tom Nichols,Our Own Worst Enemy,,"Democracy's threats arise from citizens' own narcissism",Society,Advanced & Applied Social Theories,Culture & Media,Contemporary,DB,high
Tom Nichols,Campaign of Resentment,,"Anti-elite resentment fuels rejection of expertise",Society,Advanced & Applied Social Theories,Culture & Media,Contemporary,Knowledge,med
Tomomi Yamaguchi,Backlash,,"Organized conservative reaction against feminism in Japan",Society,Advanced & Applied Social Theories,Gender & Sexuality,Contemporary,DB,high
Tomomi Yamaguchi,Gender and Politics in Japan,,"Gender as a contested axis of Japanese political life",Society,Advanced & Applied Social Theories,Gender & Sexuality,Contemporary,DB,high
Tomomi Yamaguchi,Right-wing Women,,"Women's participation in Japanese revisionist nationalist movements",Society,Advanced & Applied Social Theories,Gender & Sexuality,Contemporary,DB,med
Tony Walter,The Revival of Death,,"Late-modern reclaiming of death from medical and institutional control",Society,Advanced & Applied Social Theories,General Social Theories,Contemporary,DB,high
Tony Walter,New Mourning,,"Continuing bonds with the dead replace severing grief models",Society,Advanced & Applied Social Theories,General Social Theories,Contemporary,DB,high
Tony Walter,Dark Heritage,,"Sites of death and atrocity as objects of memory and tourism",Society,Advanced & Applied Social Theories,General Social Theories,Contemporary,DB,high
Tony Walter,On Bereavement,,"Sociology of how modern societies organize grief",Society,Advanced & Applied Social Theories,General Social Theories,Contemporary,DB,high
Tony Walter,Policing Grief,,"Social rules govern who may grieve and how much",Society,Advanced & Applied Social Theories,General Social Theories,Contemporary,Knowledge,med
Tricia Rose,Black Noise,,"Hip-hop as Black cultural expression and political voice",ART,Music & Sound Studies,Sociology & Politics of Music,Contemporary,DB,high
Tricia Rose,The Hip Hop Wars,,"Debates over hip-hop's politics, misogyny, and commercialization",ART,Music & Sound Studies,Sociology & Politics of Music,Contemporary,DB,high
Tricia Rose,Longing to Tell,,"Black women's narratives of intimacy, sexuality, and survival",ART,Music & Sound Studies,Sociology & Politics of Music,Contemporary,DB,med
Tricia Rose,Hidden Transcripts of Hip-Hop,,"Rap encodes resistance within marginalized urban experience",ART,Music & Sound Studies,Sociology & Politics of Music,Contemporary,Knowledge,med
Patrick Wolfe,Settler Colonialism,,"Colonialism that replaces natives to occupy land permanently",History,Postcolonial & Decolonial History,Empire & Imperialism,Contemporary,Web,high
Patrick Wolfe,Logic of Elimination,,"Settler colonialism eliminates natives to access their land",History,Postcolonial & Decolonial History,Empire & Imperialism,Contemporary,Web,high
Patrick Wolfe,Invasion as Structure,,"Invasion is an ongoing structure, not a past event",History,Postcolonial & Decolonial History,Empire & Imperialism,Contemporary,Web,high
Patrick Wolfe,Settler Colonial Studies,,"Field analyzing settler societies' enduring colonial logics",History,Postcolonial & Decolonial History,Empire & Imperialism,Contemporary,DB,high
Paul B. Preciado,Pharmacopornographic Regime,,"Power governs bodies through pharmaceuticals and pornography",Culture,Identity & Difference,"Gender, Race & Sexuality",Contemporary,DB,high
Paul B. Preciado,Testo Junkie,,"Self-experiment chronicling testosterone, gender, and biocapitalism",Culture,Identity & Difference,"Gender, Race & Sexuality",Contemporary,DB,high
Paul B. Preciado,Counter-sexuality,,"Subverting heteronormative anatomy through dildonics and play",Culture,Identity & Difference,"Gender, Race & Sexuality",Contemporary,DB,high
Paul B. Preciado,Somatopolitics,,"Politics operating directly on and through the living body",Culture,Identity & Difference,"Gender, Race & Sexuality",Contemporary,Knowledge,med
Pheng Cheah,World Literature as World-Making,,"Literature actively makes worlds, not just represents them",Critics,Intertextual & Comparative,Comparative & Adaptation,Contemporary,DB,high
Pheng Cheah,Heterotemporality,,"Multiple incommensurable times coexisting against global capital",Critics,Intertextual & Comparative,Comparative & Adaptation,Contemporary,DB,high
Pheng Cheah,Postcolonial Time,,"Temporality of the postcolony resisting Western linear progress",Critics,Intertextual & Comparative,Comparative & Adaptation,Contemporary,DB,med
Pheng Cheah,Spectral Nationality,,"Nation as living-on spirit haunting postcolonial freedom",Critics,Intertextual & Comparative,Comparative & Adaptation,Contemporary,Knowledge,med
Pooja Rangan,Immediations,,"Documentary's humanitarian impulse to render suffering urgent",Critics,Digital & Media-Specific,Platform & Media Studies,Contemporary,Web,high
Pooja Rangan,Mediating the Voiceless,,"Critique of giving voice to marginalized documentary subjects",Critics,Digital & Media-Specific,Platform & Media Studies,Contemporary,Web,high
Pooja Rangan,Documentary Ethics,,"Ethics of representation in nonfiction and humanitarian media",Critics,Digital & Media-Specific,Platform & Media Studies,Contemporary,Web,med
Pooja Rangan,The Documentary Audit,,"Listening to voice and accent as documentary's ethical test",Critics,Digital & Media-Specific,Platform & Media Studies,Contemporary,Knowledge,med
Rita Segato,Pedagogy of Cruelty,,"Capitalism trains society to normalize violence against bodies",Politics,"Postcolonial, Feminist & Environmental Politics",Feminism & Gender in Politics,Contemporary,DB,high
Rita Segato,Gender Violence,,"Femicide as expressive message in patriarchal war on women",Politics,"Postcolonial, Feminist & Environmental Politics",Feminism & Gender in Politics,Contemporary,DB,high
Rita Segato,Communitarian Patriarchy,,"Patriarchy reorganized by colonial-modern intrusion into communities",Politics,"Postcolonial, Feminist & Environmental Politics",Feminism & Gender in Politics,Contemporary,DB,high
Rita Segato,Mandate of Masculinity,,"Men perform violence to prove status before male peers",Politics,"Postcolonial, Feminist & Environmental Politics",Feminism & Gender in Politics,Contemporary,Knowledge,med
Roderick Ferguson,Queer of Color Critique,,"Reading race, sexuality, and capital against liberal pluralism",Critics,Identity-Based & Political,Queer Theory,Contemporary,DB,high
Roderick Ferguson,Aberrations in Black,,"Black sexual difference exposes limits of sociology and Marxism",Critics,Identity-Based & Political,Queer Theory,Contemporary,DB,high
Roderick Ferguson,Surplus Populations,,"Racialized sexual others marked as surplus by capital",Critics,Identity-Based & Political,Queer Theory,Contemporary,DB,med
Roderick Ferguson,The Reorder of Things,,"Universities absorb minority difference to neutralize dissent",Critics,Identity-Based & Political,Queer Theory,Contemporary,Knowledge,med
Sabelo J. Ndlovu-Gatsheni,Epistemic Freedom,,"Decolonizing knowledge production from Eurocentric domination",Politics,"Postcolonial, Feminist & Environmental Politics",Postcolonial & Decolonial Politics,Contemporary,DB,high
Sabelo J. Ndlovu-Gatsheni,Coloniality in Africa,,"Persistence of colonial power after formal independence",Politics,"Postcolonial, Feminist & Environmental Politics",Postcolonial & Decolonial Politics,Contemporary,DB,high
Sabelo J. Ndlovu-Gatsheni,Myth of Decolonization,,"Formal decolonization left colonial structures intact",Politics,"Postcolonial, Feminist & Environmental Politics",Postcolonial & Decolonial Politics,Contemporary,DB,high
Sabelo J. Ndlovu-Gatsheni,Coloniality of Being,,"Colonial power reaches into African selfhood and humanity",Politics,"Postcolonial, Feminist & Environmental Politics",Postcolonial & Decolonial Politics,Contemporary,Knowledge,med
Safiya Umoja Noble,Algorithms of Oppression,,"Search engines reproduce racism and sexism at scale",Critics,Digital & Media-Specific,Platform & Media Studies,Contemporary,DB,high
Safiya Umoja Noble,Technological Redlining,,"Digital systems reproduce racialized exclusion and discrimination",Critics,Digital & Media-Specific,Platform & Media Studies,Contemporary,DB,high
Safiya Umoja Noble,Search Bias,,"Search results encode and amplify social prejudice",Critics,Digital & Media-Specific,Platform & Media Studies,Contemporary,DB,high
Saidiya Hartman,Critical Fabulation,,"Imaginative narration filling archival silences of slavery",Critics,Historical & Cultural Materialist,Memory & Book History,Contemporary,DB,high
Saidiya Hartman,Afterlife of Slavery,,"Slavery's racial logics persist into present-day life",Critics,Historical & Cultural Materialist,Memory & Book History,Contemporary,DB,high
Saidiya Hartman,Venus in Two Acts,,"Confronting the impossibility of recovering enslaved women's lives",Critics,Historical & Cultural Materialist,Memory & Book History,Contemporary,DB,high
Saidiya Hartman,Scenes of Subjection,,"Terror of slavery hidden within scenes of everyday enjoyment",Critics,Historical & Cultural Materialist,Memory & Book History,Contemporary,Knowledge,high
Saidiya Hartman,Wayward Lives,,"Young Black women's intimate rebellions as radical freedom",Critics,Historical & Cultural Materialist,Memory & Book History,Contemporary,Knowledge,med
Sami Schalk,Bodyminds Reimagined,,"Disability and race entwined in Black women's speculative fiction",Critics,Identity-Based & Political,Disability Studies,Contemporary,DB,high
Sami Schalk,Black Disability Politics,,"Disability central to Black liberation movements and culture",Critics,Identity-Based & Political,Disability Studies,Contemporary,DB,high
Sami Schalk,Critical Disability Studies,,"Disability as social, political, and intersectional category",Critics,Identity-Based & Political,Disability Studies,Contemporary,DB,med
Sami Schalk,Bodymind,,"Body and mind as inseparable, mutually constituting whole",Critics,Identity-Based & Political,Disability Studies,Contemporary,Knowledge,med
Sara Roy,De-development,,"Deliberate dismantling of an economy's capacity to grow",Politics,Political Economy & Comparative Politics,Political Economy (Advanced),Contemporary,DB,high
Sara Roy,Political Economy of Gaza,,"Occupation systematically deforms Gaza's economic structure",Politics,Political Economy & Comparative Politics,Political Economy (Advanced),Contemporary,DB,high
Sara Roy,Occupation and Economy,,"How military occupation conditions Palestinian economic life",Politics,Political Economy & Comparative Politics,Political Economy (Advanced),Contemporary,DB,med
Shane Denson,Discorrelated Images,,"Digital images decoupled from human perception and vision",Critics,Digital & Media-Specific,Platform & Media Studies,Contemporary,DB,high
Shane Denson,Post-Cinema,,"Computational media displacing classical cinematic experience",Critics,Digital & Media-Specific,Platform & Media Studies,Contemporary,DB,high
Shane Denson,Computational Images,,"Images generated and processed by machine rather than camera",Critics,Digital & Media-Specific,Platform & Media Studies,Contemporary,DB,high
Shane Denson,Postnaturalism,,"Media reshape the boundary between human and technical bodies",Critics,Digital & Media-Specific,Platform & Media Studies,Contemporary,Knowledge,med
Simone Browne,Dark Matters,,"Surveillance studied through the lens of Black experience",Critics,Identity-Based & Political,Postcolonial & Critical Race,Contemporary,DB,high
Simone Browne,Racializing Surveillance,,"Surveillance practices produce and police racial boundaries",Critics,Identity-Based & Political,Postcolonial & Critical Race,Contemporary,DB,high
Simone Browne,Biometric Blackness,,"Biometric technologies encode and target Black bodies",Critics,Identity-Based & Political,Postcolonial & Critical Race,Contemporary,DB,high
Simone Browne,Sousveillance,,"Watching back at power from below as Black resistance",Critics,Identity-Based & Political,Postcolonial & Critical Race,Contemporary,Knowledge,med
Souleymane Bachir Diagne,Philosophy as Translation,,"Cross-cultural philosophy practiced as ongoing translation",Politics,"Postcolonial, Feminist & Environmental Politics",Postcolonial & Decolonial Politics,Contemporary,DB,high
Souleymane Bachir Diagne,Islam and Open Society,,"Reconciling Islamic thought with pluralism and democracy",Politics,"Postcolonial, Feminist & Environmental Politics",Postcolonial & Decolonial Politics,Contemporary,DB,high
Souleymane Bachir Diagne,Postcolonial Bergsonism,,"Reading African philosophy through Bergson's vital movement",Politics,"Postcolonial, Feminist & Environmental Politics",Postcolonial & Decolonial Politics,Contemporary,DB,med
Souleymane Bachir Diagne,Decolonial Universalism,,"A universal built laterally through encounter, not imposition",Politics,"Postcolonial, Feminist & Environmental Politics",Postcolonial & Decolonial Politics,Contemporary,Knowledge,med
Steven Shaviro,The Cinematic Body,,"Film engages the viewer's body before meaning or distance",Critics,Affect & Sensory,Embodied & Sensory Reading,Contemporary,DB,high
Steven Shaviro,Post-Cinematic Affect,,"Digital media produce new structures of feeling and sensation",Critics,Affect & Sensory,Embodied & Sensory Reading,Contemporary,DB,high
Steven Shaviro,Visceral Spectatorship,,"Cinema's power lies in bodily, affective intensity",Critics,Affect & Sensory,Embodied & Sensory Reading,Contemporary,DB,high
Steven Shaviro,Reading Affects,,"Affect as primary register of textual and sensory experience",Critics,Affect & Sensory,Embodied & Sensory Reading,Contemporary,DB,med
Susan Stryker,Transgender Rage,,"Trans anger as transformative force against gender norms",Critics,Identity-Based & Political,Queer Theory,Contemporary,DB,high
Susan Stryker,Transgender Studies,,"Foundational field theorizing transgender life and history",Critics,Identity-Based & Political,Queer Theory,Contemporary,DB,high
Susan Stryker,My Words to Victor Frankenstein,,"Reclaiming the monstrous as site of trans embodiment",Critics,Identity-Based & Political,Queer Theory,Contemporary,DB,high
Sylvia Tamale,African Sexualities,,"Decolonizing knowledge of sexuality in African contexts",Politics,"Postcolonial, Feminist & Environmental Politics",Feminism & Gender in Politics,Contemporary,DB,high
Sylvia Tamale,Afro-Feminism,,"Feminism grounded in African epistemologies and decoloniality",Politics,"Postcolonial, Feminist & Environmental Politics",Feminism & Gender in Politics,Contemporary,DB,high
Sylvia Tamale,Decolonization and Afro-Feminism,,"Linking gender justice to decolonial struggle in Africa",Politics,"Postcolonial, Feminist & Environmental Politics",Feminism & Gender in Politics,Contemporary,DB,med
Sylvia Wynter,Overrepresentation of Man,,"Western Man falsely posed as the whole of humanity",Critics,Identity-Based & Political,Postcolonial & Critical Race,Contemporary,DB,high
Sylvia Wynter,Genres of the Human,,"Humanity exists in plural cultural genres, not one universal",Critics,Identity-Based & Political,Postcolonial & Critical Race,Contemporary,DB,high
Sylvia Wynter,Colonial Modernity,,"Modernity founded through colonial conquest and racial order",Critics,Identity-Based & Political,Postcolonial & Critical Race,Contemporary,DB,high
Sylvia Wynter,Sociogeny,,"Human being produced through culture and discourse, not just biology",Critics,Identity-Based & Political,Postcolonial & Critical Race,Contemporary,Knowledge,high
Sylvia Wynter,Demonic Ground,,"Standpoint outside Western Man's order of knowledge",Critics,Identity-Based & Political,Postcolonial & Critical Race,Contemporary,Knowledge,med
Syed Hussein Alatas,Myth of the Lazy Native,,"Colonial stereotype of native indolence ideologically debunked",Society,Contemporary Social Theories,Social Constructionism,Modern,DB,high
Syed Hussein Alatas,The Captive Mind,,"Uncritical imitation of Western thought by colonized scholars",Society,Contemporary Social Theories,Social Constructionism,Modern,DB,high
Syed Hussein Alatas,Autonomous Social Science,,"Call for intellectual traditions rooted in local realities",Society,Contemporary Social Theories,Social Constructionism,Modern,DB,high
Syed Hussein Alatas,Intellectual Imperialism,,"Domination of knowledge production by former colonial powers",Society,Contemporary Social Theories,Social Constructionism,Modern,Knowledge,med
Taina Bucher,Algorithmic Imaginary,,"How people imagine algorithms, shaping their behavior toward platforms",Culture,"Digital, Media & Algorithmic Culture",Algorithmic & Platform Culture,Contemporary,Web,high
Taina Bucher,If...Then,,"Algorithmic conditional logic governs online visibility and power",Culture,"Digital, Media & Algorithmic Culture",Algorithmic & Platform Culture,Contemporary,Web,high
Taina Bucher,Programmed Sociality,,"Social relations shaped by software's coded conditions",Culture,"Digital, Media & Algorithmic Culture",Algorithmic & Platform Culture,Contemporary,Web,high
Taina Bucher,Threat of Invisibility,,"Fear of disappearing from feeds disciplines platform users",Culture,"Digital, Media & Algorithmic Culture",Algorithmic & Platform Culture,Contemporary,Knowledge,med
Talia Mae Bettcher,First-Person Authority,,"Trans people are authorities on their own gender identity",Critics,Identity-Based & Political,Queer Theory,Contemporary,DB,high
Talia Mae Bettcher,Reality Enforcement,,"Violence policing trans people as deceivers or pretenders",Critics,Identity-Based & Political,Queer Theory,Contemporary,DB,high
Talia Mae Bettcher,Trans Philosophy,,"Philosophy grounded in trans experience and self-understanding",Critics,Identity-Based & Political,Queer Theory,Contemporary,DB,high
Talia Mae Bettcher,Multiple Meanings of Gender Terms,,"Gender words carry contested dominant and resistant meanings",Critics,Identity-Based & Political,Queer Theory,Contemporary,Knowledge,med
Tarleton Gillespie,Custodians of the Internet,,"Platforms govern speech through hidden content moderation",Culture,"Digital, Media & Algorithmic Culture",Algorithmic & Platform Culture,Contemporary,DB,high
Tarleton Gillespie,Content Moderation,,"Moderation is the essential, defining work of platforms",Culture,"Digital, Media & Algorithmic Culture",Algorithmic & Platform Culture,Contemporary,DB,high
Tarleton Gillespie,Platform (politics of),,"The word platform strategically masks editorial power",Culture,"Digital, Media & Algorithmic Culture",Algorithmic & Platform Culture,Contemporary,DB,high
Tarleton Gillespie,Algorithmic Culture,,"Algorithms shape public knowledge and cultural visibility",Culture,"Digital, Media & Algorithmic Culture",Algorithmic & Platform Culture,Contemporary,DB,high
Tarleton Gillespie,Calculated Publics,,"Algorithms produce the publics they claim to merely reflect",Culture,"Digital, Media & Algorithmic Culture",Algorithmic & Platform Culture,Contemporary,Knowledge,high
Thomas Elsaesser,Media Archaeology,,"Excavating media's forgotten paths and dead ends",Critics,Digital & Media-Specific,Platform & Media Studies,Contemporary,DB,high
Thomas Elsaesser,New Film History,,"Film history rewritten through industry, technology, and reception",Critics,Digital & Media-Specific,Platform & Media Studies,Contemporary,DB,high
Thomas Elsaesser,Cinema as Time Machine,,"Cinema reorganizes memory, time, and historical experience",Critics,Digital & Media-Specific,Platform & Media Studies,Contemporary,DB,high
Thomas Elsaesser,Mind-Game Film,,"Puzzle films that destabilize viewers' grip on reality",Critics,Digital & Media-Specific,Platform & Media Studies,Contemporary,Knowledge,high
Thomas Elsaesser,Melodrama and Mise-en-scene,,"Family melodrama encodes social tension through style",Critics,Digital & Media-Specific,Platform & Media Studies,Contemporary,Knowledge,med
Tiago de Luca,Slow Cinema,,"Contemplative cinema of duration, stillness, and the everyday",Critics,Formalist & Text-Centric,Stylistics & Textual Criticism,Contemporary,DB,high
