theorist,concept,native,one_liner,part,major,sub,era,source,confidence
Richard Shusterman,Somaesthetics,,Discipline studying body as locus of sensory-aesthetic appreciation and self-cultivation,ART,Aesthetics & Philosophy of Art,Classical & Philosophical Aesthetics,Contemporary,DB,high
Richard Shusterman,Body Consciousness,,Heightened awareness of bodily sensation enhances perception and self-knowledge,ART,Aesthetics & Philosophy of Art,Classical & Philosophical Aesthetics,Contemporary,DB,high
Richard Shusterman,Pragmatist Aesthetics,,Art valued for lived experience and practical transformation over fixed form,ART,Aesthetics & Philosophy of Art,Classical & Philosophical Aesthetics,Contemporary,DB,high
Richard Shusterman,Popular Art Aesthetics,,Defends popular art's legitimate aesthetic value against highbrow dismissal,ART,Aesthetics & Philosophy of Art,Classical & Philosophical Aesthetics,Contemporary,Knowledge,med
Robert Gilpin,Hegemonic Stability Theory,,Open world economy requires a dominant power to maintain it,Politics,International Relations & Security,International Relations,Modern,DB,high
Robert Gilpin,Global Political Economy,,International relations shaped by interplay of states and markets,Politics,International Relations & Security,International Relations,Modern,DB,high
Robert Gilpin,Economic Nationalism,,States subordinate economic activity to national power and security,Politics,International Relations & Security,International Relations,Modern,DB,high
Robert Gilpin,War and Change,,Hegemonic war redistributes power and resets international order,Politics,International Relations & Security,International Relations,Modern,Knowledge,med
Robert K. Merton,Manifest and Latent Functions,,Social acts have intended and unintended hidden consequences,Society,Classical Sociological Traditions,,Modern,DB,high
Robert K. Merton,Self-Fulfilling Prophecy,,A false belief evokes behavior that makes it come true,Society,Classical Sociological Traditions,,Modern,DB,high
Robert K. Merton,Strain Theory,,Gap between cultural goals and legitimate means breeds deviance,Society,Classical Sociological Traditions,,Modern,DB,high
Robert K. Merton,Anomie,,Normlessness arising from mismatch of aspirations and opportunity,Society,Classical Sociological Traditions,,Modern,DB,high
Robert K. Merton,Middle-Range Theory,,Theory bridging empirical findings and grand abstract social systems,Society,Classical Sociological Traditions,,Modern,Knowledge,high
Robert K. Merton,Matthew Effect,,Accumulated advantage gives already-recognized actors disproportionate further reward,Society,Classical Sociological Traditions,,Modern,Knowledge,high
Robert N. Butler,Ageism,,Systematic stereotyping and discrimination against people because of age,Medicine,Medical Sociology,"Chronic Illness, Aging & Dying",Modern,DB,high
Robert N. Butler,Life Review,,Older adults reappraise past life to integrate meaning before death,Medicine,Medical Sociology,"Chronic Illness, Aging & Dying",Modern,DB,high
Robert N. Butler,Productive Aging,,Reframing later life as continued meaningful contribution and engagement,Medicine,Medical Sociology,"Chronic Illness, Aging & Dying",Modern,DB,high
Robert Stebbins,Serious Leisure,,Systematic pursuit of amateur or hobbyist activity yielding durable rewards,Society,Advanced & Applied Social Theories,Culture & Media,Contemporary,DB,high
Robert Stebbins,Casual Leisure,,Immediately rewarding short-lived pleasurable activity requiring little training,Society,Advanced & Applied Social Theories,Culture & Media,Contemporary,DB,high
Robert Stebbins,Project-based Leisure,,Short-term moderately complex one-off creative leisure undertaking,Society,Advanced & Applied Social Theories,Culture & Media,Contemporary,DB,high
Robert Stebbins,Serious Leisure Perspective,,Framework mapping leisure along serious-casual-project continuum,Society,Advanced & Applied Social Theories,Culture & Media,Contemporary,Knowledge,med
Robert Sternberg,Triangular Theory of Love,,"Love composed of intimacy, passion, and commitment components",Psychology,Relationship & Interpersonal,Love & Attachment,Modern,DB,high
Robert Sternberg,Triarchic Theory of Intelligence,,"Intelligence comprises analytical, creative, and practical abilities",Psychology,Relationship & Interpersonal,Love & Attachment,Modern,DB,high
Robert Sternberg,WICS Model,,"Leadership synthesizing wisdom, intelligence, and creativity",Psychology,Relationship & Interpersonal,Love & Attachment,Modern,DB,high
Robert Sternberg,Successful Intelligence,,"Intelligence as adapting to, shaping, and selecting one's environment",Psychology,Relationship & Interpersonal,Love & Attachment,Modern,Knowledge,med
Robert Whiting,Wa,和,Group harmony Japanese baseball demands as subordination of individual to team,Culture,Global & Transnational Culture,Hybridization & World Culture,Contemporary,Web,high
Robert Whiting,Samurai Baseball,,"Japanese baseball as discipline, sacrifice, and bushido-inflected devotion",Culture,Global & Transnational Culture,Hybridization & World Culture,Contemporary,Web,high
Robert Whiting,Tokyo Underworld,,Postwar Tokyo's criminal and gray-market economy linking Japan and America,Culture,Global & Transnational Culture,Hybridization & World Culture,Contemporary,DB,high
Robert Whiting,The Chrysanthemum and the Bat,,Japanese national character read through its adopted game of baseball,Culture,Global & Transnational Culture,Hybridization & World Culture,Contemporary,DB,high
Robin James,The Sonic Episteme,,Sound-based rules structuring social life to support neoliberal biopolitics,ART,Music & Sound Studies,Sociology & Politics of Music,Contemporary,Web,high
Robin James,Resilience and Melancholy,,Neoliberalism rewards bouncing-back resilience while melancholy resists recuperation,ART,Music & Sound Studies,Sociology & Politics of Music,Contemporary,Web,high
Robin James,Sonic Feminism,,Feminist critique of how pop sound encodes and resists power,ART,Music & Sound Studies,Sociology & Politics of Music,Contemporary,DB,med
Robin R. Means Coleman,Horror Noire,,History of Black presence and authorship in American horror cinema,Critics,Identity-Based & Political,Postcolonial & Critical Race,Contemporary,Web,high
Robin R. Means Coleman,Blacks in Horror vs Black Horror,,Distinguishing films with Black figures from films by and for Black audiences,Critics,Identity-Based & Political,Postcolonial & Critical Race,Contemporary,Web,high
Robin R. Means Coleman,African American Media,,Study of representation and authorship of Blackness across media,Critics,Identity-Based & Political,Postcolonial & Critical Race,Contemporary,DB,med
Robin R. Means Coleman,Race and Genre,,Genre conventions as sites that encode and contest racial meaning,Critics,Identity-Based & Political,Postcolonial & Critical Race,Contemporary,DB,med
Roger Caillois,Paidia and Ludus,,Play ranges from spontaneous improvisation to rule-bound structured games,ART,Performance Studies & Theatre,Performance Theory & Ritual,Modern,DB,high
Roger Caillois,Mimicry,mimicry,"Play involving make-believe, role-taking, and simulation",ART,Performance Studies & Theatre,Performance Theory & Ritual,Modern,DB,high
Roger Caillois,Man Play and Games,Les jeux et les hommes,"Fourfold classification of games: agon, alea, mimicry, ilinx",ART,Performance Studies & Theatre,Performance Theory & Ritual,Modern,DB,high
Roger Caillois,Agon Alea Ilinx,,"Game types of competition, chance, and vertigo alongside mimicry",ART,Performance Studies & Theatre,Performance Theory & Ritual,Modern,Knowledge,high
Roger Fisher,Principled Negotiation,,"Negotiate on interests and objective criteria, not adversarial positions",MANAGEMENT,"Change, Crisis & Organizational Development",Crisis Management & Communication,Modern,DB,high
Roger Fisher,BATNA,,Best Alternative To a Negotiated Agreement sets your walk-away power,MANAGEMENT,"Change, Crisis & Organizational Development",Crisis Management & Communication,Modern,DB,high
Roger Fisher,Getting to Yes,,Method for reaching mutual-gain agreements by separating people from problem,MANAGEMENT,"Change, Crisis & Organizational Development",Crisis Management & Communication,Modern,DB,high
Roland Barthes,Death of the Author,La mort de l'auteur,"Text's meaning lies with readers, not the author's intentions",Critics,Formalist & Text-Centric,Structuralism & Semiotics,Modern,DB,high
Roland Barthes,Mythologies,Mythologies,Semiotic decoding of everyday signs as naturalized bourgeois ideology,Critics,Formalist & Text-Centric,Structuralism & Semiotics,Modern,DB,high
Roland Barthes,S/Z,S/Z,Structural reading parsing narrative through five interwoven codes,Critics,Formalist & Text-Centric,Structuralism & Semiotics,Modern,DB,high
Roland Barthes,Intertextuality,,Every text is woven from echoes of prior texts,Critics,Formalist & Text-Centric,Structuralism & Semiotics,Modern,DB,high
Roland Barthes,Punctum and Studium,punctum,Photographic detail that pierces the viewer beyond coded meaning,Critics,Formalist & Text-Centric,Structuralism & Semiotics,Modern,Knowledge,high
Roland Barthes,Readerly and Writerly Text,lisible/scriptible,Texts that consume passively versus those producing active co-authorship,Critics,Formalist & Text-Centric,Structuralism & Semiotics,Modern,Knowledge,high
Roland Barthes,Reality Effect,l'effet de réel,Superfluous descriptive detail signaling raw reality itself,Critics,Formalist & Text-Centric,Structuralism & Semiotics,Modern,Knowledge,high
Ronald Coase,The Coase Theorem,,Clear property rights enable efficient bargaining regardless of initial allocation,Economics,Institutional & Evolutionary Economics,Institutional Economics,Modern,DB,high
Ronald Coase,The Nature of the Firm,,Firms exist to economize on the costs of market transactions,Economics,Institutional & Evolutionary Economics,Institutional Economics,Modern,DB,high
Ronald Coase,Transaction Costs,,"Costs of searching, bargaining, and enforcing shape economic organization",Economics,Institutional & Evolutionary Economics,Institutional Economics,Modern,DB,high
Ronald Dworkin,Law as Integrity,,Judges decide as if law expresses one coherent moral vision,LAW,Jurisprudence & Legal Philosophy,Natural Law & Normative Foundations,Modern,DB,high
Ronald Dworkin,Right Answer Thesis,,"Hard legal cases have one correct answer, not judicial discretion",LAW,Jurisprudence & Legal Philosophy,Natural Law & Normative Foundations,Modern,DB,high
Ronald Dworkin,Justice for Hedgehogs,,Unity of value: ethical and moral truths form one coherent whole,LAW,Jurisprudence & Legal Philosophy,Natural Law & Normative Foundations,Modern,DB,high
Ronald Dworkin,Judge Hercules,,Ideal judge weighing all principles to find law's best interpretation,LAW,Jurisprudence & Legal Philosophy,Natural Law & Normative Foundations,Modern,Knowledge,high
Rosalind Gill,Postfeminist Sensibility,,Cultural mood treating feminism as obsolete while commodifying empowerment,Culture,Identity & Difference,"Gender, Race & Sexuality",Contemporary,DB,high
Rosalind Gill,Confidence Cult,,Imperative urging women to fix inequality by self-confidence work,Culture,Identity & Difference,"Gender, Race & Sexuality",Contemporary,DB,high
Rosalind Gill,Aesthetic Labour,,Workers required to embody and perform a prescribed look and style,Culture,Identity & Difference,"Gender, Race & Sexuality",Contemporary,DB,high
Rosemarie Garland-Thomson,Staring,,Intense visual encounter through which disability is socially constructed,Critics,Identity-Based & Political,Disability Studies,Contemporary,DB,high
Rosemarie Garland-Thomson,Extraordinary Bodies,,"Disability as culturally fabricated narrative, not bodily fact",Critics,Identity-Based & Political,Disability Studies,Contemporary,DB,high
Rosemarie Garland-Thomson,Freakery,,Cultural spectacle that constructs bodily difference as exhibited otherness,Critics,Identity-Based & Political,Disability Studies,Contemporary,DB,high
Rosemarie Garland-Thomson,Misfitting,,Friction when a body and its material environment fail to fit,Critics,Identity-Based & Political,Disability Studies,Contemporary,Knowledge,high
Rosemarie Garland-Thomson,Normate,,Unmarked cultural figure of the normal able body against which others deviate,Critics,Identity-Based & Political,Disability Studies,Contemporary,Knowledge,high
Ruha Benjamin,New Jim Code,,Discriminatory design embedded in technology under a veneer of neutrality,Society,Digital & Network Society,Social Technology & Data,Contemporary,DB,high
Ruha Benjamin,Race After Technology,,Technology reproduces racial hierarchy while appearing objective,Society,Digital & Network Society,Social Technology & Data,Contemporary,DB,high
Ruha Benjamin,Viral Justice,,Small-scale everyday acts of care compound into systemic change,Society,Digital & Network Society,Social Technology & Data,Contemporary,DB,high
Rutger Bregman,Humankind,,"Most people are fundamentally decent, contrary to cynical assumptions",History,Intellectual History,History of Ideas,Contemporary,DB,high
Rutger Bregman,Utopia for Realists,,"Case for universal basic income, open borders, shorter workweek",History,Intellectual History,History of Ideas,Contemporary,DB,high
Rutger Bregman,Realistic Utopianism,,Bold ideas once dismissed as utopian become tomorrow's common sense,History,Intellectual History,History of Ideas,Contemporary,Knowledge,med
Ruth Benedict,Patterns of Culture,,Each culture is an integrated configuration selecting from human potential,Culture,Foundations & Classical Approaches,Anthropology of Culture,Classical,DB,high
Ruth Benedict,Cultural Relativism,,"Practices judged within their own cultural context, not universal standards",Culture,Foundations & Classical Approaches,Anthropology of Culture,Classical,DB,high
Ruth Benedict,Shame vs Guilt Culture,,Cultures regulate behavior by external shame or internal guilt,Culture,Foundations & Classical Approaches,Anthropology of Culture,Classical,DB,high
Ruth Benedict,The Chrysanthemum and the Sword,,Wartime study of Japanese cultural patterns and obligation,Culture,Foundations & Classical Approaches,Anthropology of Culture,Classical,DB,high
Ruth Benedict,Apollonian and Dionysian Cultures,,Cultures ordered by restraint versus excess and ecstasy,Culture,Foundations & Classical Approaches,Anthropology of Culture,Classical,Knowledge,high
Ryan Milner,The World Made Meme,,Internet memes as shared participatory grammar of public conversation,Culture,"Digital, Media & Algorithmic Culture",Networked & Participatory Culture,Contemporary,DB,high
Ryan Milner,Polyvocal Internet,,Online culture's overlapping many-voiced collective expression,Culture,"Digital, Media & Algorithmic Culture",Networked & Participatory Culture,Contemporary,DB,high
Ryan Milner,The Ambivalent Internet,,"Online play that is simultaneously creative and antagonistic, generative and toxic",Culture,"Digital, Media & Algorithmic Culture",Networked & Participatory Culture,Contemporary,DB,high
