theorist,concept,native,one_liner,part,major,sub,era,source,confidence
Clifford Geertz,Thick Description,,Interpreting cultural acts within their layered webs of meaning,Culture,Foundations & Classical Approaches,B. Anthropology of Culture,Modern,DB,high
Clifford Geertz,Deep Play,,Cultural events like the Balinese cockfight stage collective meaning,Culture,Foundations & Classical Approaches,B. Anthropology of Culture,Modern,DB,high
Clifford Geertz,Culture as Meaning Systems,,Culture is webs of significance humans themselves have spun,Culture,Foundations & Classical Approaches,B. Anthropology of Culture,Modern,DB,high
Clifford Geertz,Interpretive Anthropology,,Reading cultures as texts requiring hermeneutic interpretation,Culture,Foundations & Classical Approaches,B. Anthropology of Culture,Modern,Knowledge,high
Clifford Geertz,Local Knowledge,Local Knowledge,"Understanding is rooted in situated, place-specific frames of meaning",Culture,Foundations & Classical Approaches,B. Anthropology of Culture,Modern,Knowledge,high
Colin Crouch,Post-Democracy,,Democratic forms persist while real power shifts to elites,Politics,Democratic Theory & Contemporary Contestation,C. Populism & Post-Politics,Contemporary,DB,high
Colin Crouch,Privatised Keynesianism,,Debt-fuelled consumption replaces state demand management,Politics,Democratic Theory & Contemporary Contestation,C. Populism & Post-Politics,Contemporary,Knowledge,high
Colin Crouch,Strange Non-Death of Neoliberalism,,Neoliberalism survived its own 2008 crisis intact,Politics,Democratic Theory & Contemporary Contestation,C. Populism & Post-Politics,Contemporary,Knowledge,high
Colin Dickey,The Unidentified,,Fringe beliefs map anxieties of a disenchanted culture,Culture,"Material, Spatial & Heritage Culture",E. Cultural Geography & Place,Contemporary,DB,high
Colin Dickey,Ghostland,,American hauntings encode buried social and historical traumas,Culture,"Material, Spatial & Heritage Culture",E. Cultural Geography & Place,Contemporary,Knowledge,high
Colin Dickey,Geographies of the Uncanny,,Places accrue meaning through stories of the strange,Culture,"Material, Spatial & Heritage Culture",E. Cultural Geography & Place,Contemporary,Web,med
Corey Robin,The Reactionary Mind,,Conservatism is a reaction defending hierarchy against emancipation,Politics,Early Modern & Enlightenment Political Thought,D. Conservatism & Counter-Enlightenment,Contemporary,DB,high
Corey Robin,Counterrevolutionary Politics,,The right innovates by absorbing the left's energy,Politics,Early Modern & Enlightenment Political Thought,D. Conservatism & Counter-Enlightenment,Contemporary,Knowledge,high
Corey Robin,Fear: The History of a Political Idea,,Political fear has been theorized to legitimize power,Politics,Early Modern & Enlightenment Political Thought,D. Conservatism & Counter-Enlightenment,Contemporary,Knowledge,high
Crystal Abidin,Calibrated Amateurism,,Influencers stage authenticity through deliberately rough self-presentation,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,Contemporary,DB,high
Crystal Abidin,Internet Celebrity,,Microcelebrity built natively through online attention economies,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,Contemporary,DB,high
Crystal Abidin,Influencer Cultures,,Commercialized self-branding shaping social media practice,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,Contemporary,DB,high
