theorist,concept,native,one_liner,part,major,sub,era,source,confidence
Janice Radway,Reading the Romance,,Ethnographic study of how women actively read romance fiction,Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,Modern,DB,high
Janice Radway,Interpretive Community,,Readers sharing shared protocols that shape how texts are understood,Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,Modern,Knowledge,high
Janice Radway,A Feeling for Books,,Study of Book-of-the-Month Club and middlebrow literary taste,Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,Modern,DB,high
Janice Radway,The End of American Studies,,Critique calling for reimagined post-disciplinary American studies,Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,Modern,DB,med
Jay David Bolter,Remediation,,New media refashion and absorb the forms of older media,Critics,Digital & Media-Specific,A. Digital Humanities & Hypertext,Contemporary,DB,high
Jay David Bolter,Immediacy and Hypermediacy,,Twin logics of transparent presence and multiplied visible mediation,Critics,Digital & Media-Specific,A. Digital Humanities & Hypertext,Contemporary,Knowledge,high
Jay David Bolter,Writing Space,,Computer hypertext as a new topographic mode of writing,Critics,Digital & Media-Specific,A. Digital Humanities & Hypertext,Contemporary,DB,high
Jay David Bolter,The Digital Plenitude,,Abundance of digital media dissolves elite/popular culture hierarchy,Critics,Digital & Media-Specific,A. Digital Humanities & Hypertext,Contemporary,DB,med
Jayati Ghosh,Women's Work,,"Analysis of gendered, unpaid and undervalued labor in development",Economics,Development & Environmental Economics,Behavioral Development Economics,Contemporary,DB,high
Jayati Ghosh,The Never-Ending Crisis,,Critique of recurring crises in global financial capitalism,Economics,Development & Environmental Economics,Behavioral Development Economics,Contemporary,DB,med
Jayati Ghosh,After Re-Emergence,,Reassessment of developing-economy growth and structural constraints,Economics,Development & Environmental Economics,Behavioral Development Economics,Contemporary,DB,med
Jayati Ghosh,Feminist Development Economics,,Reframing macroeconomic policy through gender and care work,Economics,Development & Environmental Economics,Behavioral Development Economics,Contemporary,Knowledge,med
Jean Burgess,Vernacular Creativity,,Everyday non-professional creative practice within participatory digital culture,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,Contemporary,DB,high
Jean Burgess,YouTube and Participatory Culture,,Study of YouTube as platform for ordinary creative participation,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,Contemporary,DB,high
Jean Burgess,Convergence with Mainstream Media,,How user-generated platforms merge with established media industries,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,Contemporary,DB,med
Jean Burgess,Platform Studies,,Examining platforms as governed infrastructures shaping cultural production,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,Contemporary,Knowledge,med
Jean Murley,The Rise of True Crime,,History of true crime as a popular American genre,Culture,Media & Communication,A. Media Effects & Audiences,Contemporary,DB,high
Jean Murley,The American True Crime Narrative,,Conventions and cultural work of the true crime story,Culture,Media & Communication,A. Media Effects & Audiences,Contemporary,DB,high
Jean Murley,Murder as Media,,How murder is packaged and consumed as mediated entertainment,Culture,Media & Communication,A. Media Effects & Audiences,Contemporary,DB,med
Jean Twenge,iGen,,Generation shaped by smartphones showing rising anxiety and isolation,Psychology,Developmental,B. Lifespan Development,Contemporary,DB,high
Jean Twenge,Generations,,"Cross-generational analysis of attitudes, technology and life patterns",Psychology,Developmental,B. Lifespan Development,Contemporary,DB,high
Jean Twenge,The Narcissism Epidemic,,Claimed cultural rise in narcissistic traits among young Americans,Psychology,Developmental,B. Lifespan Development,Contemporary,DB,high
Jean Twenge,Generation Me,,Cohort raised to prioritize self-esteem and individual entitlement,Psychology,Developmental,B. Lifespan Development,Contemporary,Knowledge,med
Jean and John Comaroff,Occult Economies,,Magical wealth imaginaries arising under millennial neoliberal capitalism,Society,Advanced & Applied Social Theories,Globalization & Development,Contemporary,DB,high
Jean and John Comaroff,"Ethnicity, Inc.",,"Commodification of ethnic identity into branded, marketable enterprise",Society,Advanced & Applied Social Theories,Globalization & Development,Contemporary,DB,high
Jean and John Comaroff,Of Revelation and Revolution,,Colonial evangelism and consciousness among the Tswana of South Africa,Society,Advanced & Applied Social Theories,Globalization & Development,Contemporary,DB,high
Jean and John Comaroff,Theory from the South,,Global South as vanguard predicting the Global North's future,Society,Advanced & Applied Social Theories,Globalization & Development,Contemporary,Knowledge,high
Jean-Jacques Rousseau,General Will,volonté générale,Collective sovereign will aimed at the common good,Politics,Early Modern & Enlightenment Political Thought,A. Social Contract Theory,Classical,DB,high
Jean-Jacques Rousseau,The Social Contract,Du contrat social,Legitimate authority grounded in the people's collective agreement,Politics,Early Modern & Enlightenment Political Thought,A. Social Contract Theory,Classical,DB,high
Jean-Jacques Rousseau,State of Nature,,"Hypothetical pre-social condition of free, independent natural humans",Politics,Early Modern & Enlightenment Political Thought,A. Social Contract Theory,Classical,DB,high
Jean-Jacques Rousseau,Noble Savage,bon sauvage,Idealized natural human uncorrupted by civilization,Politics,Early Modern & Enlightenment Political Thought,A. Social Contract Theory,Classical,DB,high
Jean-Jacques Rousseau,Amour-propre,amour-propre,Vanity-driven self-love arising from comparison with others,Politics,Early Modern & Enlightenment Political Thought,A. Social Contract Theory,Classical,Knowledge,high
Jean-Noël Kapferer,Strategic Brand Management,,Comprehensive framework for building and managing long-term brand equity,MANAGEMENT,Marketing & Consumer Behavior,"B. Branding, Relationship & Social Marketing",Modern,DB,high
Jean-Noël Kapferer,Brand Identity Prism,,Six-facet model defining a brand's coherent identity,MANAGEMENT,Marketing & Consumer Behavior,"B. Branding, Relationship & Social Marketing",Modern,Knowledge,high
Jean-Noël Kapferer,Rumors,,Study of how rumors spread and their social functions,MANAGEMENT,Marketing & Consumer Behavior,"B. Branding, Relationship & Social Marketing",Modern,DB,med
Jean-Noël Kapferer,Luxury Strategy,,Counter-intuitive rules for managing prestige luxury brands,MANAGEMENT,Marketing & Consumer Behavior,"B. Branding, Relationship & Social Marketing",Modern,Knowledge,med
Jeffrey Jones,Entertaining Politics,,How political entertainment television reshapes democratic citizenship,Culture,Media & Communication,A. Media Effects & Audiences,Contemporary,DB,high
Jeffrey Jones,News Parody,,Satirical fake news as serious political and civic engagement,Culture,Media & Communication,A. Media Effects & Audiences,Contemporary,DB,high
Jeffrey Jones,Political Communication,,Study of mediated discourse linking politics and publics,Culture,Media & Communication,A. Media Effects & Audiences,Contemporary,DB,med
Jennifer Doyle,Hold It Against Me,,Difficulty and emotion as central to contemporary art experience,ART,"Race, Gender & Postcolonial Critique of Art",C. Feminist & Queer Art,Contemporary,DB,high
Jennifer Doyle,Campus Sex,Campus Sex Campus Security,Critique of how universities police sexuality and safety,ART,"Race, Gender & Postcolonial Critique of Art",C. Feminist & Queer Art,Contemporary,DB,high
Jennifer Doyle,Sex Objects,,"Sexuality, emotion and difficulty in reading visual art",ART,"Race, Gender & Postcolonial Critique of Art",C. Feminist & Queer Art,Contemporary,Knowledge,med
Jennifer Hargreaves,Sporting Females,,Feminist history of women's struggle and agency in sport,ART,Sport & Physical Culture,"C. Gender, Race & Identity in Sport",Modern,DB,high
Jennifer Hargreaves,Heroines of Sport,,Identity politics of marginalized women athletes across cultures,ART,Sport & Physical Culture,"C. Gender, Race & Identity in Sport",Modern,DB,high
Jennifer Hargreaves,"Sport, Culture and Ideology",,How sport reproduces and contests dominant social ideologies,ART,Sport & Physical Culture,"C. Gender, Race & Identity in Sport",Modern,DB,med
Jennifer Robertson,Takarazuka,宝塚,Gender and sexual politics in Japan's all-female revue theater,Society,Advanced & Applied Social Theories,Gender & Sexuality,Contemporary,DB,high
Jennifer Robertson,Robo Sapiens Japanicus,,"Robots, family and nationalism in Japanese techno-social imagination",Society,Advanced & Applied Social Theories,Gender & Sexuality,Contemporary,DB,high
Jennifer Robertson,Native and Newcomer,,Heritage politics and belonging in a Tokyo suburb,Society,Advanced & Applied Social Theories,Gender & Sexuality,Contemporary,DB,med
Jesper Juul,Half-Real,,Games as both real rules and fictional represented worlds,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,Contemporary,DB,high
Jesper Juul,The Art of Failure,,Why players enjoy the painful experience of losing games,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,Contemporary,DB,high
Jesper Juul,A Casual Revolution,,Casual games expanding who plays and how,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,Contemporary,DB,high
Jesper Juul,Games of Emergence and Progression,,Distinction between rule-emergent and pre-designed sequential games,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,Contemporary,Knowledge,med
Jian Lin,Digital Labour in China,,Creative and platform labor in China's digital economy,Culture,"Digital, Media & Algorithmic Culture",C. Algorithmic & Platform Culture,Contemporary,DB,high
Jian Lin,Platformization of Cultural Production,,How platforms restructure Chinese cultural and creative industries,Culture,"Digital, Media & Algorithmic Culture",C. Algorithmic & Platform Culture,Contemporary,DB,high
Jian Lin,Cultural Industry,,Political economy of state-shaped creative industries in China,Culture,"Digital, Media & Algorithmic Culture",C. Algorithmic & Platform Culture,Contemporary,DB,med
Jill Walker Rettberg,Seeing Ourselves Through Technology,,How devices and apps mediate digital self-representation,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,Contemporary,DB,high
Jill Walker Rettberg,Self-Representation in Digital Media,,"Written, visual and quantitative modes of online self-presentation",Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,Contemporary,DB,high
Jill Walker Rettberg,Blogging,,Blogs as a participatory genre of networked writing,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,Contemporary,DB,med
Jill Walker Rettberg,Filter Bubble Critique,,Machine vision and algorithms shaping how we see ourselves,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,Contemporary,Knowledge,med
Joan Wallach Scott,Gender as a Category of Analysis,,Gender as a foundational analytic for historical knowledge,History,"Gender, Body & Emotions History",A. Gender & Sexuality,Modern,DB,high
Joan Wallach Scott,Gender and the Politics of History,,Reframing history through the social construction of sexual difference,History,"Gender, Body & Emotions History",A. Gender & Sexuality,Modern,DB,high
Joan Wallach Scott,Only Paradoxes to Offer,,French feminists caught in the paradoxes of universalist rights,History,"Gender, Body & Emotions History",A. Gender & Sexuality,Modern,DB,high
Joan Wallach Scott,The Politics of the Veil,,French secularism and the headscarf as gendered controversy,History,"Gender, Body & Emotions History",A. Gender & Sexuality,Modern,DB,high
Joan Wallach Scott,Gender and Class,,Intersection of gendered and class identities in labor history,History,"Gender, Body & Emotions History",A. Gender & Sexuality,Modern,DB,med
Joanne Entwistle,The Fashioned Body,,Dress as a situated bodily practice of self-presentation,ART,Fashion & Dress Studies,"A. Dress, Identity & Fashion Systems",Contemporary,DB,high
Joanne Entwistle,Dress as Situated Bodily Practice,,"Fashion enacted through the embodied, socially embedded clothed body",ART,Fashion & Dress Studies,"A. Dress, Identity & Fashion Systems",Contemporary,DB,high
Joanne Entwistle,The Aesthetic Economy,,Markets organized around aesthetic and symbolic value of appearance,ART,Fashion & Dress Studies,"A. Dress, Identity & Fashion Systems",Contemporary,DB,high
Joanne Entwistle,Fashioning Models,,Modelling as aesthetic labor within the fashion economy,ART,Fashion & Dress Studies,"A. Dress, Identity & Fashion Systems",Contemporary,DB,med
Joanne Entwistle,Fashion as Performance,,Dress and the body staged as performative identity,ART,Fashion & Dress Studies,"A. Dress, Identity & Fashion Systems",Contemporary,DB,med
Johan Huizinga,Homo Ludens,Homo Ludens,"Play as the formative, foundational element of human culture",Culture,Foundations & Classical Approaches,C. Everyday Life & Praxis,Classical,DB,high
Johan Huizinga,The Magic Circle,,Bounded space where play's special rules temporarily hold,Culture,Foundations & Classical Approaches,C. Everyday Life & Praxis,Classical,Knowledge,high
Johan Huizinga,The Autumn of the Middle Ages,Herfsttij der Middeleeuwen,Late-medieval culture as overripe decline rather than rebirth,Culture,Foundations & Classical Approaches,C. Everyday Life & Praxis,Classical,DB,high
Johan Huizinga,In the Shadow of Tomorrow,,Diagnosis of modern cultural crisis and spiritual decline,Culture,Foundations & Classical Approaches,C. Everyday Life & Praxis,Classical,DB,med
John B. Thompson,The Media and Modernity,,Social theory of how media transform self and experience,Culture,Media & Communication,A. Media Effects & Audiences,Modern,DB,high
John B. Thompson,Mediated Visibility,,New forms of public visibility created and managed by media,Culture,Media & Communication,A. Media Effects & Audiences,Modern,Knowledge,high
John B. Thompson,Ideology and Modern Culture,,Critical theory of ideology in mass-mediated communication,Culture,Media & Communication,A. Media Effects & Audiences,Modern,DB,high
John B. Thompson,Political Scandal,,How mediated scandals damage trust and political reputation,Culture,Media & Communication,A. Media Effects & Audiences,Modern,DB,med
John Bale,Sports Geography,,"Spatial analysis of sport, place and landscape",ART,Sport & Physical Culture,A. Sociology & Politics of Sport,Modern,DB,high
John Bale,Landscapes of Modern Sport,,How modern sport produces and confines bodily space,ART,Sport & Physical Culture,A. Sociology & Politics of Sport,Modern,DB,high
John Bale,The Global Sports Arena,,Transnational migration of athletes across the world sports system,ART,Sport & Physical Culture,A. Sociology & Politics of Sport,Modern,DB,med
John Bale,Topophilia in Sport,,Emotional attachment to sporting places and stadium environments,ART,Sport & Physical Culture,A. Sociology & Politics of Sport,Modern,Knowledge,med
John J. Mearsheimer,Offensive Realism,,Great powers maximize relative power to ensure survival,Politics,International Relations & Security,A. International Relations,Contemporary,DB,high
John J. Mearsheimer,The Tragedy of Great Power Politics,,Anarchy forces great powers into perpetual security competition,Politics,International Relations & Security,A. International Relations,Contemporary,DB,high
John J. Mearsheimer,The Great Delusion,,Critique of liberal hegemony as flawed US foreign policy,Politics,International Relations & Security,A. International Relations,Contemporary,DB,high
