theorist,concept,native,one_liner,part,major,sub,era,source,confidence
Edwin Locke,Goal-Setting Theory,,Specific difficult goals produce higher performance than vague ones,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,1968-1990s,DB,high
Edwin Locke,Goal Commitment,,Performance depends on how strongly one is bound to a goal,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,1980s,Knowledge,high
Edwin Locke,High Performance Cycle,,Hard goals drive performance then satisfaction and renewed commitment,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,1990s,Knowledge,high
Edwin Locke,Task-Specific Self-Efficacy,,Belief in one's capacity moderates goal effects on performance,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,1990s,Knowledge,high
Edwin Locke,Goal Specificity and Difficulty,,Concrete challenging targets focus effort and persistence,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,1968-1990,Knowledge,high
Gary Latham,Goal-Setting Theory (HRM),,Applied specific challenging goals boost workplace performance,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,1970s-2000s,DB,high
Gary Latham,Goal Mechanisms,,Goals work through direction effort persistence and strategy,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,1990s,Knowledge,high
Gary Latham,Learning Goals vs Performance Goals,,Complex tasks benefit from learning rather than outcome goals,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,2000s,Knowledge,high
Gary Latham,Feedback and Goal Attainment,,Goals require feedback to translate into improved results,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,1980s,Knowledge,high
Max Ringelmann,Social Loafing,,Individual effort declines as group size increases,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,1913,DB,high
Max Ringelmann,Ringelmann Effect,,Collective rope-pulling output falls below sum of individuals,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,1913,Knowledge,high
Max Ringelmann,Coordination Loss,,Group inefficiency partly stems from poor effort coordination,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,1913,Knowledge,high
Edgar Schein,Organizational Culture Theory,,Culture operates across artifacts espoused values and basic assumptions,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,1985,DB,high
Edgar Schein,Three Levels of Culture,,Artifacts espoused values and underlying assumptions structure culture,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,1985,Knowledge,high
Edgar Schein,Career Anchors,,Self-image of talents values motives steers career choices,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,1978,Knowledge,high
Edgar Schein,Process Consultation,,Consultant helps clients perceive and solve their own problems,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,1969,Knowledge,high
Edgar Schein,Psychological Contract,,Unwritten mutual expectations bind employee and organization,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,1960s,Knowledge,high
John Dewey,Consumer Decision Process,,Five-stage buying process from need to post-purchase evaluation,MANAGEMENT,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,1910,DB,med
John Dewey,Deliberative Democracy,,Democracy as inquiry and shared problem-solving by publics,MANAGEMENT,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,1927,DB,high
John Dewey,Reflective Thinking,,Problem-solving as a five-step cycle of inquiry,MANAGEMENT,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,1910,Knowledge,high
John Dewey,Learning by Doing,,Knowledge grows through experience and active experimentation,MANAGEMENT,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,1916,Knowledge,high
John Dewey,Pragmatism,,Truth tested by practical consequences of ideas,MANAGEMENT,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,1900s-1930s,Knowledge,high
Richard E. Petty,Elaboration Likelihood Model (ELM),,Persuasion travels central or peripheral routes by elaboration,MANAGEMENT,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,1986,DB,high
Richard E. Petty,Central Route Processing,,High-elaboration persuasion based on careful argument scrutiny,MANAGEMENT,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,1986,Knowledge,high
Richard E. Petty,Peripheral Route Processing,,Low-effort persuasion via cues like attractiveness or credibility,MANAGEMENT,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,1986,Knowledge,high
Richard E. Petty,Attitude Strength,,Carefully processed attitudes are more durable and predictive,MANAGEMENT,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,1990s,Knowledge,high
Michael Jensen,Agency Theory (Behavioral Finance),,Conflicts arise when managers act as imperfect owner agents,MANAGEMENT,Behavioral Finance & Decision Making,A. Behavioral Asset Pricing & Markets,1976,DB,high
Michael Jensen,Agency Costs,,Monitoring bonding and residual loss from manager-owner conflict,MANAGEMENT,Behavioral Finance & Decision Making,A. Behavioral Asset Pricing & Markets,1976,Knowledge,high
Michael Jensen,Free Cash Flow Hypothesis,,Managers misuse surplus cash absent disciplining mechanisms,MANAGEMENT,Behavioral Finance & Decision Making,A. Behavioral Asset Pricing & Markets,1986,Knowledge,high
Michael Jensen,Market for Corporate Control,,Takeovers discipline underperforming managers and reallocate assets,MANAGEMENT,Behavioral Finance & Decision Making,A. Behavioral Asset Pricing & Markets,1980s,Knowledge,high
William Meckling,Agency Theory (Organizational),,Firm as nexus of contracts with agency conflicts,MANAGEMENT,Behavioral Finance & Decision Making,A. Behavioral Asset Pricing & Markets,1976,DB,high
William Meckling,Nexus of Contracts,,Firm understood as a web of contracting relationships,MANAGEMENT,Behavioral Finance & Decision Making,A. Behavioral Asset Pricing & Markets,1976,Knowledge,high
William Meckling,Ownership Structure and Incentives,,Equity stakes align manager and shareholder interests,MANAGEMENT,Behavioral Finance & Decision Making,A. Behavioral Asset Pricing & Markets,1976,Knowledge,high
Michael Spence,Signaling Theory (Behavioral Economics),,Costly signals credibly convey hidden quality under asymmetry,MANAGEMENT,Human Resource Management,A. Core HRM & Performance,1973,DB,high
Michael Spence,Signaling Theory (HRM),,Education and credentials signal unobservable worker productivity,MANAGEMENT,Human Resource Management,A. Core HRM & Performance,1973,DB,high
Michael Spence,Job Market Signaling,,Schooling functions as a productivity signal to employers,MANAGEMENT,Human Resource Management,A. Core HRM & Performance,1973,Knowledge,high
Michael Spence,Separating Equilibrium,,Distinct signal levels sort high from low types,MANAGEMENT,Human Resource Management,A. Core HRM & Performance,1973,Knowledge,high
Jerald Greenberg,Organizational Justice Theory,,Perceived fairness shapes employee attitudes and behavior,MANAGEMENT,Human Resource Management,A. Core HRM & Performance,1987,DB,high
Jerald Greenberg,Distributive Justice,,Fairness of outcome allocations among organizational members,MANAGEMENT,Human Resource Management,A. Core HRM & Performance,1980s,Knowledge,high
Jerald Greenberg,Procedural Justice,,Fairness perceptions of the processes determining outcomes,MANAGEMENT,Human Resource Management,A. Core HRM & Performance,1980s,Knowledge,high
Jerald Greenberg,Employee Theft and Inequity,,Underpayment inequity can trigger compensatory workplace theft,MANAGEMENT,Human Resource Management,A. Core HRM & Performance,1990,Knowledge,high
Everett Rogers,Diffusion of Innovations,,Innovations spread through populations along predictable adoption curves,MANAGEMENT,Innovation & Entrepreneurship,A. Diffusion & Disruptive Innovation,1962,DB,high
Everett Rogers,Adopter Categories,,Innovators early adopters majorities and laggards segment markets,MANAGEMENT,Innovation & Entrepreneurship,A. Diffusion & Disruptive Innovation,1962,Knowledge,high
Everett Rogers,Innovation Attributes,,Relative advantage compatibility and complexity drive adoption rate,MANAGEMENT,Innovation & Entrepreneurship,A. Diffusion & Disruptive Innovation,1962,Knowledge,high
Everett Rogers,Critical Mass,,Adoption becomes self-sustaining past a threshold of users,MANAGEMENT,Innovation & Entrepreneurship,A. Diffusion & Disruptive Innovation,1980s,Knowledge,high
Lawrence Kohlberg,Moral Development Theory (Kohlberg),,Moral reasoning develops through preconventional conventional and postconventional stages,MANAGEMENT,"Business Ethics, CSR & Governance",C. Business Ethics & Behavioral Ethics,1958-1981,DB,high
Lawrence Kohlberg,Stages of Moral Reasoning,,Six sequential stages structure increasingly principled moral judgment,MANAGEMENT,"Business Ethics, CSR & Governance",C. Business Ethics & Behavioral Ethics,1958-1981,Knowledge,high
Lawrence Kohlberg,Postconventional Morality,,Highest stage reasons from universal ethical principles,MANAGEMENT,"Business Ethics, CSR & Governance",C. Business Ethics & Behavioral Ethics,1970s,Knowledge,high
Lawrence Kohlberg,Heinz Dilemma,,Moral dilemma probing reasoning behind right and wrong,MANAGEMENT,"Business Ethics, CSR & Governance",C. Business Ethics & Behavioral Ethics,1958,Knowledge,high
Oliver Williamson,Transaction Cost Economics,,Firms exist to economize on costs of market transactions,MANAGEMENT,Organizational Theory & Design,A. Institutional & Agency Theory,1975-1985,DB,high
Oliver Williamson,Managerial Empire Building,,Managers expand firm size to maximize discretion and prestige,MANAGEMENT,Organizational Theory & Design,A. Institutional & Agency Theory,1960s,DB,high
Oliver Williamson,Asset Specificity,,Specialized assets create hold-up risk favoring integration,MANAGEMENT,Organizational Theory & Design,A. Institutional & Agency Theory,1985,Knowledge,high
Oliver Williamson,Bounded Rationality and Opportunism,,Limited cognition and self-interest with guile drive governance,MANAGEMENT,Organizational Theory & Design,A. Institutional & Agency Theory,1975,Knowledge,high
Oliver Williamson,Markets and Hierarchies,,Transactions organized via markets or firms by efficiency,MANAGEMENT,Organizational Theory & Design,A. Institutional & Agency Theory,1975,Knowledge,high
Chris Argyris,Single-Loop vs. Double-Loop Learning,,Double-loop learning questions underlying goals not just actions,MANAGEMENT,Organizational Theory & Design,A. Institutional & Agency Theory,1978,DB,high
Chris Argyris,Organizational Learning Theory,,Organizations learn by detecting and correcting their errors,MANAGEMENT,Organizational Theory & Design,A. Institutional & Agency Theory,1978,DB,high
Chris Argyris,Theory-in-Use vs Espoused Theory,,Gap between stated beliefs and actual governing behavior,MANAGEMENT,Organizational Theory & Design,A. Institutional & Agency Theory,1974,Knowledge,high
Chris Argyris,Defensive Routines,,Habitual moves that block learning and protect from threat,MANAGEMENT,Organizational Theory & Design,A. Institutional & Agency Theory,1980s,Knowledge,high
Chris Argyris,Ladder of Inference,,Mental shortcut from observation to belief and action,MANAGEMENT,Organizational Theory & Design,A. Institutional & Agency Theory,1980s,Knowledge,high
John Kotter,Kotter's 8-Step Change Model,,Eight sequential steps guide successful organizational transformation,MANAGEMENT,"Change, Crisis & Organizational Development",A. Change Management,1996,DB,high
John Kotter,Resistance to Change Theory,,Change fails when urgency vision and coalitions are weak,MANAGEMENT,"Change, Crisis & Organizational Development",A. Change Management,1996,DB,high
John Kotter,Sense of Urgency,,Transformation begins by establishing felt need to change,MANAGEMENT,"Change, Crisis & Organizational Development",A. Change Management,1996,Knowledge,high
John Kotter,Leadership vs Management,,Leadership produces change while management produces order,MANAGEMENT,"Change, Crisis & Organizational Development",A. Change Management,1990,Knowledge,high
John Kotter,Guiding Coalition,,Change requires a powerful coalition driving the effort,MANAGEMENT,"Change, Crisis & Organizational Development",A. Change Management,1996,Knowledge,high
Bill George,Authentic Leadership Theory,,Leaders lead from genuine self-awareness purpose and values,MANAGEMENT,Leadership,A. Relational & Authentic Leadership,2003,DB,high
Bill George,Authentic Followership Theory,,Followers engage genuinely when leaders model authenticity,MANAGEMENT,Leadership,A. Relational & Authentic Leadership,2000s,DB,med
Bill George,True North,,Leaders navigate by their internal moral compass,MANAGEMENT,Leadership,A. Relational & Authentic Leadership,2007,Knowledge,high
Bill George,Leadership Crucibles,,Defining hardships shape authentic leadership identity,MANAGEMENT,Leadership,A. Relational & Authentic Leadership,2007,Knowledge,med
George Homans,Social Exchange Theory,,Social behavior is an exchange of rewards and costs,MANAGEMENT,Organizational Behavior & Work Psychology,"B. Justice, Exchange & Attitudes",1958-1961,DB,high
George Homans,Distributive Justice (Homans),,People expect rewards proportional to their contributions,MANAGEMENT,Organizational Behavior & Work Psychology,"B. Justice, Exchange & Attitudes",1961,Knowledge,high
George Homans,Behavioral Propositions,,Success stimulus and value propositions explain social behavior,MANAGEMENT,Organizational Behavior & Work Psychology,"B. Justice, Exchange & Attitudes",1961,Knowledge,med
David Cooperrider,Appreciative Inquiry,,Change driven by inquiry into strengths not problems,MANAGEMENT,"Change, Crisis & Organizational Development",A. Change Management,1987,DB,high
David Cooperrider,4-D Cycle,,Discovery dream design and destiny structure appreciative inquiry,MANAGEMENT,"Change, Crisis & Organizational Development",A. Change Management,1990s,Knowledge,high
David Cooperrider,Positive Core,,Organizations grow toward their imagined best and strengths,MANAGEMENT,"Change, Crisis & Organizational Development",A. Change Management,1990s,Knowledge,med
Robert Bies,Interactional Justice,,Fairness of interpersonal treatment during procedures and outcomes,MANAGEMENT,Organizational Behavior & Work Psychology,"B. Justice, Exchange & Attitudes",1986,DB,high
Robert Bies,Fairness Heuristics Theory,,People use early fairness cues to guide later judgments,MANAGEMENT,Organizational Behavior & Work Psychology,"B. Justice, Exchange & Attitudes",1990s,DB,med
Robert Bies,Informational Justice,,Fairness depends on adequate explanations for decisions,MANAGEMENT,Organizational Behavior & Work Psychology,"B. Justice, Exchange & Attitudes",1990s,Knowledge,med
Patrick Wright,Vertical Fit (SHRM),,HR practices aligned with strategy improve performance,MANAGEMENT,Human Resource Management,D. Strategic HRM & Fit,1992,DB,high
Patrick Wright,Horizontal Fit (SHRM),,Internal coherence among HR practices boosts effectiveness,MANAGEMENT,Human Resource Management,D. Strategic HRM & Fit,1992,DB,high
Patrick Wright,Theoretical Perspectives for SHRM,,Six frameworks explain strategic determinants of HR practices,MANAGEMENT,Human Resource Management,D. Strategic HRM & Fit,1992,Web,high
Patrick Wright,Human Resources as Competitive Advantage,,Human capital can yield sustained competitive advantage,MANAGEMENT,Human Resource Management,D. Strategic HRM & Fit,1994,Web,high
