theorist,concept,native,one_liner,part,major,sub,era,source,confidence
Louis Montrose,New Historicism,,Reads texts as embedded in and shaping their historical power relations,Critics,Historical & Cultural Materialist,A. New Historicism & Cultural Poetics,1980s,Knowledge,high
Louis Montrose,Poetics of Culture,,Treats culture itself as a text of negotiated representations,Critics,Historical & Cultural Materialist,A. New Historicism & Cultural Poetics,1980s,Knowledge,high
Louis Montrose,"Textuality of History, Historicity of Texts",,History reaches us only as text; texts are historically conditioned,Critics,Historical & Cultural Materialist,A. New Historicism & Cultural Poetics,1980s,Knowledge,high
Louis Montrose,Circulation of Social Energy,,Cultural meaning circulates between literary and non-literary discourses,Critics,Historical & Cultural Materialist,A. New Historicism & Cultural Poetics,1980s,Knowledge,med
Louis Montrose,Elizabethan Subject Formation,,Power and gender shape the early modern self he analyzes,Critics,Historical & Cultural Materialist,A. New Historicism & Cultural Poetics,1980s,Knowledge,med
Richard Hoggart,Cultural Studies,,Founded study of working-class life as legitimate cultural object,Critics,Historical & Cultural Materialist,A. New Historicism & Cultural Poetics,1950s-1960s,Knowledge,high
Richard Hoggart,The Uses of Literacy,,Traced erosion of traditional working-class culture by mass media,Critics,Historical & Cultural Materialist,A. New Historicism & Cultural Poetics,1957,Knowledge,high
Richard Hoggart,Birmingham Centre (CCCS),,Founded centre institutionalizing contemporary cultural studies in Britain,Critics,Historical & Cultural Materialist,A. New Historicism & Cultural Poetics,1964,Knowledge,high
Richard Hoggart,Lived Culture vs Mass Culture,,Defended organic everyday culture against commercialized entertainment,Critics,Historical & Cultural Materialist,A. New Historicism & Cultural Poetics,1950s,Knowledge,high
Richard Hoggart,Scholarship Boy,,The displaced upwardly-mobile working-class student straddling two worlds,Critics,Historical & Cultural Materialist,A. New Historicism & Cultural Poetics,1957,Knowledge,med
Georges Poulet,Phenomenological Criticism,,Criticism as identification with an author's consciousness in the text,Critics,Phenomenological & Hermeneutic,A. Hermeneutics,1950s-1960s,Knowledge,high
Georges Poulet,Criticism of Consciousness,critique de la conscience,Reading enacts the cogito of another's inner experience,Critics,Phenomenological & Hermeneutic,A. Hermeneutics,1950s,Knowledge,high
Georges Poulet,Geneva School,École de Genève,Member of group practicing consciousness-centered literary phenomenology,Critics,Phenomenological & Hermeneutic,A. Hermeneutics,1950s-1960s,Knowledge,high
Georges Poulet,Interior Distance,La distance intérieure,Mapped the temporal-spatial structures of literary consciousness,Critics,Phenomenological & Hermeneutic,A. Hermeneutics,1952,Knowledge,med
Georges Poulet,Reading as Possession,,The read book inhabits and thinks within the reader's mind,Critics,Phenomenological & Hermeneutic,A. Hermeneutics,1960s,Knowledge,med
Maurice Merleau-Ponty,Phenomenology of Perception,Phénoménologie de la perception,Perception is the bodily ground of all knowledge and meaning,Critics,Phenomenological & Hermeneutic,A. Hermeneutics,1945,Knowledge,high
Maurice Merleau-Ponty,Body-Subject,le corps propre,The lived body is the primary site of being-in-the-world,Critics,Phenomenological & Hermeneutic,A. Hermeneutics,1945,Knowledge,high
Maurice Merleau-Ponty,The Flesh,la chair,Late ontology of the intertwining of perceiver and perceived world,Critics,Phenomenological & Hermeneutic,A. Hermeneutics,1964,Knowledge,high
