theorist,concept,native,one_liner,part,major,sub,era,source,confidence
Martha Minow,Anti-Ableism in Law Theory,,Law must dismantle norms that disadvantage disabled people,LAW,Critical Legal Studies & Critical Race Theory,C. Intersectional & Identity-Based Critique (Disability/Gender),20C-21C,DB,high
Martha Minow,Dilemma of Difference,,"Treating or ignoring difference can both reproduce inequality",LAW,Critical Legal Studies & Critical Race Theory,C. Intersectional & Identity-Based Critique (Disability/Gender),20C-21C,Knowledge,high
Martha Minow,Relational Approach to Rights,,Rights arise from social relationships not isolated individuals,LAW,Critical Legal Studies & Critical Race Theory,C. Intersectional & Identity-Based Critique (Disability/Gender),20C-21C,Knowledge,high
Martha Minow,Making All the Difference,,"Inclusion requires confronting how exclusion is socially constructed",LAW,Critical Legal Studies & Critical Race Theory,C. Intersectional & Identity-Based Critique (Disability/Gender),20C,Knowledge,high
Martha Minow,Between Vengeance and Forgiveness,,Post-atrocity societies navigate justice between revenge and reconciliation,LAW,Critical Legal Studies & Critical Race Theory,C. Intersectional & Identity-Based Critique (Disability/Gender),20C-21C,Knowledge,high
Martha Minow,Forgiveness and the Law,,Law can create space for mercy and second chances,LAW,Critical Legal Studies & Critical Race Theory,C. Intersectional & Identity-Based Critique (Disability/Gender),21C,Knowledge,high
Patricia Ewick,Legal Consciousness Theory,,How ordinary people experience and interpret law in everyday life,LAW,Jurisprudence & Legal Philosophy,C. Post-Structuralist & Continental Legal Philosophy,20C-21C,DB,high
Patricia Ewick,The Common Place of Law,,Everyday narratives reveal law's ordinary presence and power,LAW,Jurisprudence & Legal Philosophy,C. Post-Structuralist & Continental Legal Philosophy,20C-21C,Knowledge,high
Patricia Ewick,Before/With/Against the Law,,"Three orientations: deferential, instrumental, and resistant to legality",LAW,Jurisprudence & Legal Philosophy,C. Post-Structuralist & Continental Legal Philosophy,20C-21C,Knowledge,high
Patricia Ewick,Narrative and Legality,,Storytelling constitutes and contests legal meaning,LAW,Jurisprudence & Legal Philosophy,C. Post-Structuralist & Continental Legal Philosophy,20C-21C,Knowledge,med
Susan S. Silbey,Legal Consciousness Theory,,How law is lived and reproduced in everyday social practice,LAW,Jurisprudence & Legal Philosophy,C. Post-Structuralist & Continental Legal Philosophy,20C-21C,DB,high
Susan S. Silbey,The Common Place of Law,,Schemas and resources through which legality becomes commonplace,LAW,Jurisprudence & Legal Philosophy,C. Post-Structuralist & Continental Legal Philosophy,20C-21C,Knowledge,high
Susan S. Silbey,Legality as Cultural Schema,,Legality is a durable structure of meaning and resources,LAW,Jurisprudence & Legal Philosophy,C. Post-Structuralist & Continental Legal Philosophy,20C-21C,Knowledge,high
Susan S. Silbey,Hegemony and the Reproduction of Law,,Everyday resistance paradoxically sustains law's authority,LAW,Jurisprudence & Legal Philosophy,C. Post-Structuralist & Continental Legal Philosophy,20C-21C,Knowledge,med
Susan S. Silbey,Regulatory Compliance and Audit Culture,,Studies how organizations enact safety and regulation,LAW,Jurisprudence & Legal Philosophy,C. Post-Structuralist & Continental Legal Philosophy,21C,Knowledge,med
Owen D. Jones,NeuroLaw Theory,,Neuroscience reshapes legal questions of behavior and responsibility,LAW,"Law, Psychology, Neuroscience & Emotion",B. NeuroLaw & Free Will,21C,DB,high
Owen D. Jones,Law and Behavioral Biology,,Evolutionary biology illuminates why legal subjects behave as they do,LAW,"Law, Psychology, Neuroscience & Emotion",B. NeuroLaw & Free Will,21C,Knowledge,high
Owen D. Jones,Time-Shifted Rationality,,Law confronts mismatches between evolved drives and modern incentives,LAW,"Law, Psychology, Neuroscience & Emotion",B. NeuroLaw & Free Will,21C,Knowledge,med
Owen D. Jones,MacArthur Foundation Research Network on Law and Neuroscience,,Coordinated empirical brain research applied to legal doctrine,LAW,"Law, Psychology, Neuroscience & Emotion",B. NeuroLaw & Free Will,21C,Knowledge,med
Drucilla Cornell,Deconstruction (Legal),,Derridean deconstruction applied to ethics justice and law,LAW,Jurisprudence & Legal Philosophy,C. Post-Structuralist & Continental Legal Philosophy,20C-21C,DB,high
Drucilla Cornell,The Philosophy of the Limit,,Deconstruction names the ethical limit that opens justice,LAW,Jurisprudence & Legal Philosophy,C. Post-Structuralist & Continental Legal Philosophy,20C,Knowledge,high
Drucilla Cornell,The Imaginary Domain,,A protected space for freely reimagining sexual and personal identity,LAW,Jurisprudence & Legal Philosophy,C. Post-Structuralist & Continental Legal Philosophy,20C-21C,Knowledge,high
Drucilla Cornell,Ethical Feminism,,Feminism grounded in irreducible difference and equivalent rights,LAW,Jurisprudence & Legal Philosophy,C. Post-Structuralist & Continental Legal Philosophy,20C-21C,Knowledge,high
Drucilla Cornell,uBuntu and Dignity,,African ubuntu offers a relational basis for transformative justice,LAW,Jurisprudence & Legal Philosophy,C. Post-Structuralist & Continental Legal Philosophy,21C,Knowledge,med
Mia Mingus,Transformative Justice (Legal),,Addressing harm without relying on punitive state systems,LAW,"Criminal Law, Punishment & Restorative Justice",B. Restorative & Transitional Justice,21C,DB,high
Mia Mingus,Disability Justice,,Liberation centering disabled people of color and interdependence,LAW,"Criminal Law, Punishment & Restorative Justice",B. Restorative & Transitional Justice,21C,Knowledge,high
Mia Mingus,Pods and Pod Mapping,,Building accountable support networks for community responses to harm,LAW,"Criminal Law, Punishment & Restorative Justice",B. Restorative & Transitional Justice,21C,Knowledge,high
Mia Mingus,Access Intimacy,,The felt ease when access needs are deeply understood,LAW,"Criminal Law, Punishment & Restorative Justice",B. Restorative & Transitional Justice,21C,Knowledge,med
Terry L. Turnipseed,Affective Jurisprudence,,Emotion and feeling inform legal reasoning and judgment,LAW,"Law, Psychology, Neuroscience & Emotion",C. Law & Emotion / Affective Jurisprudence,21C,DB,med
Terry L. Turnipseed,Spousal Property Rights at Death,,Critiques forced-share and elective-share inheritance protections,LAW,"Law, Psychology, Neuroscience & Emotion",C. Law & Emotion / Affective Jurisprudence,21C,Web,med
Terry L. Turnipseed,Eminent Domain and Takings,,Scholarship on property seizure limits after Kelo,LAW,"Law, Psychology, Neuroscience & Emotion",C. Law & Emotion / Affective Jurisprudence,21C,Web,med
Robert F. Schopp,Law and Childhood Development Theory,,How developmental capacity bears on legal responsibility,LAW,Applied & Public-Welfare Law,"C. Migration, Childhood & Vulnerable Populations",21C,DB,med
Robert F. Schopp,Integrated Theory of Mental Health Law,,Unifying competence condemnation and commitment in one framework,LAW,Applied & Public-Welfare Law,"C. Migration, Childhood & Vulnerable Populations",20C-21C,Web,high
Robert F. Schopp,Justification Defenses and Just Convictions,,Analyzes excuse and justification in criminal responsibility,LAW,Applied & Public-Welfare Law,"C. Migration, Childhood & Vulnerable Populations",20C-21C,Web,med
Robert F. Schopp,Automatism and Criminal Responsibility,,Examines when impaired agency negates legal blame,LAW,Applied & Public-Welfare Law,"C. Migration, Childhood & Vulnerable Populations",20C-21C,Web,med
Thomas Berry,Rights of Nature Theory (Legal),,Nature holds intrinsic legal standing and rights,LAW,"Environmental, Climate & Anthropocene Law","C. Rights of Nature, Anthropocene & Animal Law",20C-21C,DB,high
Thomas Berry,The Great Work,,Humanity's task is a mutually enhancing Earth-human relationship,LAW,"Environmental, Climate & Anthropocene Law","C. Rights of Nature, Anthropocene & Animal Law",20C-21C,Knowledge,high
Thomas Berry,Earth Jurisprudence,,A legal philosophy rooted in Earth's ecological community,LAW,"Environmental, Climate & Anthropocene Law","C. Rights of Nature, Anthropocene & Animal Law",20C-21C,Knowledge,high
Thomas Berry,The Universe Story,,Cosmic evolution as a sacred narrative orienting human ethics,LAW,"Environmental, Climate & Anthropocene Law","C. Rights of Nature, Anthropocene & Animal Law",20C,Knowledge,high
Thomas Berry,Ecozoic Era,,A proposed age of human-Earth communion and balance,LAW,"Environmental, Climate & Anthropocene Law","C. Rights of Nature, Anthropocene & Animal Law",20C-21C,Knowledge,med
Benedict Kingsbury,Global Administrative Law Theory,,Accountability norms governing transnational regulatory bodies,LAW,Constitutional Theory & Public Law,C. Administrative Law & Public Governance,21C,DB,high
Benedict Kingsbury,Inter-Public Law,,Law structuring relations among diverse public authorities,LAW,Constitutional Theory & Public Law,C. Administrative Law & Public Governance,21C,Knowledge,med
Benedict Kingsbury,Indirect Power and Global Governance,,Standards and indicators exercise authority beyond states,LAW,Constitutional Theory & Public Law,C. Administrative Law & Public Governance,21C,Knowledge,med
Benedict Kingsbury,Concept of Law in a Global Legal Pluralism,,Reframes legality across overlapping international regimes,LAW,Constitutional Theory & Public Law,C. Administrative Law & Public Governance,21C,Knowledge,med
Boaventura de Sousa Santos,Pluralistic Legal Orders (Postcolonial) Theory,,Multiple coexisting legalities beyond state monopoly,LAW,Law and Society & Sociology of Law,"C. Legal Pluralism, Anthropology & Postcolonial Orders",20C-21C,DB,high
Boaventura de Sousa Santos,Epistemologies of the South,,Validating knowledges marginalized by Western reason,LAW,Law and Society & Sociology of Law,"C. Legal Pluralism, Anthropology & Postcolonial Orders",21C,Knowledge,high
Boaventura de Sousa Santos,Sociology of Absences and Emergences,,Recovering suppressed experiences and expanding future possibilities,LAW,Law and Society & Sociology of Law,"C. Legal Pluralism, Anthropology & Postcolonial Orders",21C,Knowledge,high
Boaventura de Sousa Santos,Abyssal Thinking,,A radical line dividing recognized from invisibilized worlds,LAW,Law and Society & Sociology of Law,"C. Legal Pluralism, Anthropology & Postcolonial Orders",21C,Knowledge,high
Boaventura de Sousa Santos,Ecology of Knowledges,,Diverse knowledge systems engaging as epistemic equals,LAW,Law and Society & Sociology of Law,"C. Legal Pluralism, Anthropology & Postcolonial Orders",21C,Knowledge,high
Boaventura de Sousa Santos,Subaltern Cosmopolitan Legality,,Bottom-up counter-hegemonic uses of law and rights,LAW,Law and Society & Sociology of Law,"C. Legal Pluralism, Anthropology & Postcolonial Orders",21C,Knowledge,high
Lucie E. White,Poverty Law Theory,,Law and lawyering centered on the poor's empowerment,LAW,Applied & Public-Welfare Law,"B. Poverty, Social Work & Therapeutic Jurisprudence",20C-21C,DB,high
Lucie E. White,Mrs. G. and the Hearing,,Famous account of voice silencing in welfare adjudication,LAW,Applied & Public-Welfare Law,"B. Poverty, Social Work & Therapeutic Jurisprudence",20C,Knowledge,high
Lucie E. White,Third-Dimensional Lawyering,,Empowering clients by reshaping arenas of decision and voice,LAW,Applied & Public-Welfare Law,"B. Poverty, Social Work & Therapeutic Jurisprudence",20C-21C,Knowledge,med
Lucie E. White,Collaborative and Community Lawyering,,Lawyers partnering with communities rather than directing them,LAW,Applied & Public-Welfare Law,"B. Poverty, Social Work & Therapeutic Jurisprudence",20C-21C,Knowledge,med
David B. Wexler,Therapeutic Jurisprudence (Law),,Law as a social force with therapeutic or harmful effects,LAW,Applied & Public-Welfare Law,"B. Poverty, Social Work & Therapeutic Jurisprudence",20C-21C,DB,high
David B. Wexler,Law as Therapeutic Agent,,Legal rules and roles can promote psychological wellbeing,LAW,Applied & Public-Welfare Law,"B. Poverty, Social Work & Therapeutic Jurisprudence",20C-21C,Knowledge,high
David B. Wexler,Wine in New Bottles,,Reframing existing legal practices through therapeutic lenses,LAW,Applied & Public-Welfare Law,"B. Poverty, Social Work & Therapeutic Jurisprudence",21C,Knowledge,med
