theorist,concept,native,one_liner,part,major,sub,era,source,confidence
David Christian,Big History,,"History from the Big Bang to the present across all scales",History,"Political, Legal & Global History",C. Global & Transnational,Contemporary,DB,high
David Christian,Thresholds of Increasing Complexity,,"Eight key moments where new forms of complexity emerge in cosmic history",History,"Political, Legal & Global History",C. Global & Transnational,Contemporary,Knowledge,high
David Christian,Goldilocks Conditions,,"Specific conditions enabling emergence of greater complexity",History,"Political, Legal & Global History",C. Global & Transnational,Contemporary,Knowledge,high
David Christian,Collective Learning,,"Humanity's unique capacity to accumulate and share knowledge across generations",History,"Political, Legal & Global History",C. Global & Transnational,Contemporary,Knowledge,high
David Christian,Origin Story (Modern),,"Science-based universal narrative uniting all human knowledge",History,"Political, Legal & Global History",C. Global & Transnational,Contemporary,Knowledge,high
William H. McNeill,World History,,"Integrated history of human societies through cross-cultural contact",History,"Political, Legal & Global History",C. Global & Transnational,20th c.,DB,high
William H. McNeill,The Rise of the West,,"Western dominance explained through accumulated cross-cultural borrowing",History,"Political, Legal & Global History",C. Global & Transnational,20th c.,Knowledge,high
William H. McNeill,Disease and History,,"Epidemics as decisive forces shaping civilizations and conquest",History,"Political, Legal & Global History",C. Global & Transnational,20th c.,Knowledge,high
William H. McNeill,Web of Human Connections,,"History as expanding networks of communication and exchange",History,"Political, Legal & Global History",C. Global & Transnational,20th c.,Knowledge,high
William H. McNeill,Macroparasitism,,"Ruling elites and armies as parasites extracting from producers",History,"Political, Legal & Global History",C. Global & Transnational,20th c.,Knowledge,med
Sanjay Subrahmanyam,Connected Histories,,"Early modern world linked by circulating ideas, people, and goods",History,"Political, Legal & Global History",C. Global & Transnational,Contemporary,DB,high
Sanjay Subrahmanyam,Critique of Comparative History,,"Comparison reifies units; connection reveals shared early modernity",History,"Political, Legal & Global History",C. Global & Transnational,Contemporary,Knowledge,high
Sanjay Subrahmanyam,Global Early Modernity,,"Eurasia shared a connected early modern conjuncture, not isolated trajectories",History,"Political, Legal & Global History",C. Global & Transnational,Contemporary,Knowledge,med
Paul John Eakin,Life Narratives (Historical),,"How autobiography constructs and performs the self",History,Memory & Oral History,B. Oral History & Testimony,Contemporary,DB,high
Paul John Eakin,Narrative Identity,,"Selfhood is constituted through the stories we tell about ourselves",History,Memory & Oral History,B. Oral History & Testimony,Contemporary,Knowledge,high
Paul John Eakin,Relational Self,,"Autobiographical identity is formed through relationships with others",History,Memory & Oral History,B. Oral History & Testimony,Contemporary,Knowledge,med
Alessandro Portelli,Oral History,,"Spoken testimony as a distinct source revealing meaning and subjectivity",History,Memory & Oral History,B. Oral History & Testimony,Contemporary,DB,high
Alessandro Portelli,The Death of Luigi Trastulli,,"Errors in memory reveal psychological and symbolic truths of events",History,Memory & Oral History,B. Oral History & Testimony,Contemporary,Knowledge,high
Alessandro Portelli,Orality and Subjectivity,,"Oral sources tell us what people wanted to do and believed they did",History,Memory & Oral History,B. Oral History & Testimony,Contemporary,Knowledge,high
Alessandro Portelli,Memory as Active Construction,,"Remembering reshapes the past to make present sense",History,Memory & Oral History,B. Oral History & Testimony,Contemporary,Knowledge,med
Peter Stearns,Emotions and Historical Sources,,"Using documents to reconstruct historical emotional life",History,"Gender, Body & Emotions History",B. History of Emotions,Contemporary,DB,high
Peter Stearns,Emotionology,,"The collective emotional standards a society teaches and approves",History,"Gender, Body & Emotions History",B. History of Emotions,Contemporary,Knowledge,high
