theorist,concept,native,one_liner,part,major,sub,era,source,confidence
Simon Schaffer,History of Scientific Instruments,,,History,"Environmental, Science & Technology History",B. History of Science,Modern,DB,high
Simon Schaffer,Social Construction of Science (Historical),,,History,"Environmental, Science & Technology History",B. History of Science,Modern,DB,high
Simon Schaffer,Leviathan and the Air-Pump,,Boyle vs Hobbes: how experimental fact-making became authoritative knowledge,History,"Environmental, Science & Technology History",B. History of Science,Modern,Knowledge,high
Simon Schaffer,Experimental Life,,The social and material practices that constitute scientific experiment,History,"Environmental, Science & Technology History",B. History of Science,Modern,Knowledge,high
Simon Schaffer,Calibration,,How instruments and observers are tuned to produce trustworthy measurement,History,"Environmental, Science & Technology History",B. History of Science,Modern,Knowledge,high
Simon Schaffer,Self-Evidence,,Critique of how scientific facts come to seem naturally obvious,History,"Environmental, Science & Technology History",B. History of Science,Modern,Knowledge,med
Simon Schaffer,Machine Philosophy,,Study of automata and instruments as actors in knowledge production,History,"Environmental, Science & Technology History",B. History of Science,Modern,Knowledge,med
Steven Shapin,History of Experimentation,,,History,"Environmental, Science & Technology History",B. History of Science,Modern,DB,high
Steven Shapin,Social Construction of Science (Historical),,,History,"Environmental, Science & Technology History",B. History of Science,Modern,DB,high
Steven Shapin,A Social History of Truth,,Trust and gentlemanly credibility underwriting early modern scientific knowledge,History,"Environmental, Science & Technology History",B. History of Science,Modern,Knowledge,high
Steven Shapin,Leviathan and the Air-Pump,,Boyle vs Hobbes debate over experiment as basis of knowledge,History,"Environmental, Science & Technology History",B. History of Science,Modern,Knowledge,high
Steven Shapin,The Scientific Revolution,,Argues there was no single coherent 'Scientific Revolution' event,History,"Environmental, Science & Technology History",B. History of Science,Modern,Knowledge,high
Steven Shapin,Truth-Telling and Gentility,,Social standing as the guarantor of credible factual testimony,History,"Environmental, Science & Technology History",B. History of Science,Modern,Knowledge,high
Steven Shapin,Invisible Technicians,,The unnamed laborers whose work underpins celebrated scientific discovery,History,"Environmental, Science & Technology History",B. History of Science,Modern,Knowledge,med
Frederick Cooper,History of Empires,,,History,Postcolonial & Decolonial History,A. Empire & Imperialism,Contemporary,DB,high
Frederick Cooper,Trans-imperial History,,,History,Postcolonial & Decolonial History,A. Empire & Imperialism,Contemporary,DB,high
Frederick Cooper,Colonialism in Question,,"Critique of loose, anachronistic uses of colonialism and modernity",History,Postcolonial & Decolonial History,A. Empire & Imperialism,Contemporary,Knowledge,high
Frederick Cooper,Gatekeeper State,,Postcolonial African states controlling resources at the colonial-era border,History,Postcolonial & Decolonial History,A. Empire & Imperialism,Contemporary,Knowledge,high
Frederick Cooper,Tensions of Empire,,Colonizer and colonized mutually shaped within imperial bourgeois projects,History,Postcolonial & Decolonial History,A. Empire & Imperialism,Contemporary,Knowledge,high
Frederick Cooper,Citizenship between Empire and Nation,,African demands reshaping French imperial citizenship after WWII,History,Postcolonial & Decolonial History,A. Empire & Imperialism,Contemporary,Knowledge,high
Frederick Cooper,Lumping and Splitting,,Methodological caution against over-generalizing or over-fragmenting historical categories,History,Postcolonial & Decolonial History,A. Empire & Imperialism,Contemporary,Knowledge,med
Georges Vigarello,History of Dirt / Cleanliness,,,History,Annales & Microhistory,B. Microhistory & Everyday Life,Modern,DB,high
Georges Vigarello,History of the Body,,,History,Annales & Microhistory,B. Microhistory & Everyday Life,Modern,DB,high
Georges Vigarello,Concepts of Cleanliness,,"History of hygiene, washing and bodily purity since the Middle Ages",History,Annales & Microhistory,B. Microhistory & Everyday Life,Modern,Knowledge,high
Georges Vigarello,History of Rape,,Changing legal and moral understandings of sexual violence over centuries,History,Annales & Microhistory,B. Microhistory & Everyday Life,Modern,Knowledge,high
Georges Vigarello,The Healthy Body,,"Historical shifts in ideals of fitness, vigor and bodily care",History,Annales & Microhistory,B. Microhistory & Everyday Life,Modern,Knowledge,med
Georges Vigarello,History of Beauty,,Evolving Western standards and practices of physical beauty,History,Annales & Microhistory,B. Microhistory & Everyday Life,Modern,Knowledge,med
Lynn Hunt,History of Human Rights,,,History,Annales & Microhistory,B. Microhistory & Everyday Life,Modern,DB,high
Lynn Hunt,New Cultural History,,,History,Annales & Microhistory,B. Microhistory & Everyday Life,Modern,DB,high
Lynn Hunt,Inventing Human Rights,,Empathy fostered by novels enabled the modern idea of human rights,History,Annales & Microhistory,B. Microhistory & Everyday Life,Modern,Knowledge,high
Lynn Hunt,The New Cultural History,,"Turn toward meaning, representation and culture in historical practice",History,Annales & Microhistory,B. Microhistory & Everyday Life,Modern,Knowledge,high
Lynn Hunt,The Family Romance of the French Revolution,,Revolution narrated through familial and psychic models of authority,History,Annales & Microhistory,B. Microhistory & Everyday Life,Modern,Knowledge,high
Lynn Hunt,"Politics, Culture, and Class in the French Revolution",,"Revolutionary politics analyzed through symbols, rhetoric and culture",History,Annales & Microhistory,B. Microhistory & Everyday Life,Modern,Knowledge,high
Lynn Hunt,Imagined Empathy,,Reading and imagination cultivating recognition of others' rights,History,Annales & Microhistory,B. Microhistory & Everyday Life,Modern,Knowledge,med
Douglass North,Cliometrics,,,History,Historiography & Method,C. Quantitative & Cliometrics,Modern,DB,high
Douglass North,Institutional Evolution,,,History,Historiography & Method,C. Quantitative & Cliometrics,Modern,DB,high
Douglass North,Institutions,,Rules of the game structuring economic and social interaction,History,Historiography & Method,C. Quantitative & Cliometrics,Modern,Knowledge,high
Douglass North,Institutional Change,,How formal and informal constraints evolve to shape economic performance,History,Historiography & Method,C. Quantitative & Cliometrics,Modern,Knowledge,high
Douglass North,Transaction Costs,,Costs of exchange shaping the emergence of economic institutions,History,Historiography & Method,C. Quantitative & Cliometrics,Modern,Knowledge,high
