theorist,concept,native,one_liner,part,major,sub,era,source,confidence
Herbert A. Simon,Bounded Rationality,,,Psychology,Cognitive,A. Competitive Positioning & Resources,Modern,DB,high
Herbert A. Simon,Bounded Rationality (Strategy),,,Psychology,Cognitive,A. Competitive Positioning & Resources,Modern,DB,high
Herbert A. Simon,Means-Ends Analysis,,,Psychology,Cognitive,A. Competitive Positioning & Resources,Modern,DB,high
Herbert A. Simon,Satisficing,,Choosing options good enough rather than optimal,Psychology,Cognitive,A. Competitive Positioning & Resources,Modern,Knowledge,high
Herbert A. Simon,Administrative Behavior,,Decision-making as the core of organizational behavior,Psychology,Cognitive,A. Competitive Positioning & Resources,Modern,Knowledge,high
Herbert A. Simon,Bounded Rationality (general),,"Rationality limited by information, cognition, and time",Psychology,Cognitive,A. Competitive Positioning & Resources,Modern,Knowledge,high
Herbert A. Simon,Decision-Making Theory,,Organizations as systems of intertwined choices,Psychology,Cognitive,A. Competitive Positioning & Resources,Modern,Knowledge,high
Herbert A. Simon,Artificial Intelligence (foundations),,Human problem-solving modeled as symbolic information processing,Psychology,Cognitive,A. Competitive Positioning & Resources,Modern,Knowledge,high
Martin Fishbein,Theory of Reasoned Action (Marketing),,,Psychology,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,Modern,DB,high
Martin Fishbein,Theory of Reasoned Action (TRA),,,Psychology,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,Modern,DB,high
Martin Fishbein,Theory of Reasoned Action (TRA) (Health),,,Psychology,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,Modern,DB,high
Martin Fishbein,Expectancy-Value Model,,Attitudes formed from beliefs weighted by their evaluations,Psychology,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,Modern,Knowledge,high
Martin Fishbein,Behavioral Intention,,Intention as the immediate predictor of behavior,Psychology,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,Modern,Knowledge,high
Martin Fishbein,Integrative Model of Behavioral Prediction,,Unified framework predicting health and social behaviors,Psychology,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,Modern,Knowledge,high
Kevin Lane Keller,Brand Equity Theory,,,MANAGEMENT,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,Contemporary,DB,high
Kevin Lane Keller,Consumer-Based Brand Equity (CBBE),,,MANAGEMENT,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,Contemporary,DB,high
Kevin Lane Keller,Strategic Cognition Theory,,,MANAGEMENT,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,Contemporary,DB,high
Kevin Lane Keller,Brand Resonance Pyramid,,Building brands from salience through resonance and loyalty,MANAGEMENT,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,Contemporary,Knowledge,high
Kevin Lane Keller,Brand Knowledge,,Brand value resides in consumer awareness and image,MANAGEMENT,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,Contemporary,Knowledge,high
Kevin Lane Keller,Integrated Marketing Communications,,Coordinating all brand contacts into a coherent message,MANAGEMENT,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,Contemporary,Knowledge,high
James S. Coleman,Methodological Individualism,,,Society,Human Resource Management,A. Core HRM & Performance,Modern,DB,high
James S. Coleman,Social Capital Theory,,,Society,Human Resource Management,A. Core HRM & Performance,Modern,DB,high
James S. Coleman,Social Capital Theory (HRM),,,Society,Human Resource Management,A. Core HRM & Performance,Modern,DB,high
James S. Coleman,Rational Choice Sociology,,Explaining social outcomes from purposive individual action,Society,Human Resource Management,A. Core HRM & Performance,Modern,Knowledge,high
James S. Coleman,Coleman's Boat,,Micro-macro linkage explaining system-level effects,Society,Human Resource Management,A. Core HRM & Performance,Modern,Knowledge,high
James S. Coleman,Closure of Social Networks,,"Dense ties enabling norms, trust, and sanctions",Society,Human Resource Management,A. Core HRM & Performance,Modern,Knowledge,high
James S. Coleman,Foundations of Social Theory,,Systematic rational-action account of social systems,Society,Human Resource Management,A. Core HRM & Performance,Modern,Knowledge,high
Denise Rousseau,Psychological Contract Breach,,,MANAGEMENT,Human Resource Management,A. Core HRM & Performance,Contemporary,DB,high
Denise Rousseau,Psychological Contract Theory,,,MANAGEMENT,Human Resource Management,A. Core HRM & Performance,Contemporary,DB,high
Denise Rousseau,Psychological Contracts,,,MANAGEMENT,Human Resource Management,A. Core HRM & Performance,Contemporary,DB,high
Denise Rousseau,Relational vs Transactional Contracts,,Distinguishing exchange-based from loyalty-based employment bonds,MANAGEMENT,Human Resource Management,A. Core HRM & Performance,Contemporary,Knowledge,high
Denise Rousseau,Idiosyncratic Deals (i-deals),,Individually negotiated personalized employment arrangements,MANAGEMENT,Human Resource Management,A. Core HRM & Performance,Contemporary,Knowledge,high
Denise Rousseau,Evidence-Based Management,,Grounding managerial decisions in best scientific evidence,MANAGEMENT,Human Resource Management,A. Core HRM & Performance,Contemporary,Knowledge,high
Paul DiMaggio,Institutional Isomorphism,,,MANAGEMENT,Organizational Theory & Design,A. Institutional & Agency Theory,Contemporary,DB,high
Paul DiMaggio,Institutional Isomorphism (Management),,,MANAGEMENT,Organizational Theory & Design,A. Institutional & Agency Theory,Contemporary,DB,high
Paul DiMaggio,Institutional Theory (Management),,,MANAGEMENT,Organizational Theory & Design,A. Institutional & Agency Theory,Contemporary,DB,high
Paul DiMaggio,"Coercive, Mimetic, Normative Isomorphism",,Three mechanisms driving organizational similarity,MANAGEMENT,Organizational Theory & Design,A. Institutional & Agency Theory,Contemporary,Knowledge,high
Paul DiMaggio,Organizational Field,,Set of organizations forming a recognized institutional life,MANAGEMENT,Organizational Theory & Design,A. Institutional & Agency Theory,Contemporary,Knowledge,high
Paul DiMaggio,Iron Cage Revisited,,Bureaucratic homogenization through institutional pressures,MANAGEMENT,Organizational Theory & Design,A. Institutional & Agency Theory,Contemporary,Knowledge,high
John W. Meyer,Decoupling (Management),,,MANAGEMENT,Organizational Theory & Design,A. Institutional & Agency Theory,Contemporary,DB,high
John W. Meyer,World Culture Theory,,,MANAGEMENT,Organizational Theory & Design,A. Institutional & Agency Theory,Contemporary,DB,high
John W. Meyer,World Society Theory,,,MANAGEMENT,Organizational Theory & Design,A. Institutional & Agency Theory,Contemporary,DB,high
John W. Meyer,Rationalized Myths,,Institutional rules adopted as legitimating ceremonial structures,MANAGEMENT,Organizational Theory & Design,A. Institutional & Agency Theory,Contemporary,Knowledge,high
