theorist,concept,native,one_liner,part,major,sub,era,source,confidence
Edward Khantzian,Self-Medication Hypothesis,,Substance use is an attempt to relieve unbearable affect states,Psychology,Health Psychology,C. Addiction & Health Behavior,1985,DB,high
Edward Khantzian,Affect Regulation Deficit,,Addiction stems from impaired capacity to manage feelings,Psychology,Health Psychology,C. Addiction & Health Behavior,1990s,Knowledge,med
Edward Khantzian,Drug of Choice Specificity,,Individuals select substances matching their particular emotional pain,Psychology,Health Psychology,C. Addiction & Health Behavior,1985,Knowledge,med
Peter A. Levine,Somatic Experiencing,,Body-based therapy releasing trauma through discharge of arrested survival energy,Psychology,Health Psychology,C. Addiction & Health Behavior,1997,DB,high
Peter A. Levine,Trauma as Frozen Energy,,Unreleased fight-flight mobilization becomes trapped in the nervous system,Psychology,Health Psychology,C. Addiction & Health Behavior,1990s,Knowledge,high
Peter A. Levine,Pendulation,,Rhythmic oscillation between trauma activation and felt safety,Psychology,Health Psychology,C. Addiction & Health Behavior,1997,Knowledge,med
Peter A. Levine,Titration,,Processing trauma in small tolerable increments to avoid overwhelm,Psychology,Health Psychology,C. Addiction & Health Behavior,1997,Knowledge,med
Cialdini,Social Norms Theory,,Descriptive and injunctive norms shape behavior through perceived expectations,Psychology,Social Psychology,A. Identity & Intergroup,1990,DB,high
Cialdini,Focus Theory of Normative Conduct,,Norms guide action only when salient in attention,Psychology,Social Psychology,A. Identity & Intergroup,1991,Knowledge,high
Cialdini,Six Principles of Influence,,Reciprocity commitment social-proof authority liking scarcity drive compliance,Psychology,Social Psychology,A. Identity & Intergroup,1984,Knowledge,high
Cialdini,Pre-Suasion,,Pre-framing attention primes audiences before the persuasive message,Psychology,Social Psychology,A. Identity & Intergroup,2016,Knowledge,med
Cialdini,Reciprocity Principle,,People feel obligated to return favors and concessions,Psychology,Social Psychology,A. Identity & Intergroup,1984,Knowledge,high
Kallgren,Focus Theory of Normative Conduct,,Norms influence behavior only when made salient,Psychology,Social Psychology,A. Identity & Intergroup,1991,DB,high
Kallgren,Descriptive vs Injunctive Norms,,Distinguishing what others do from what others approve,Psychology,Social Psychology,A. Identity & Intergroup,1990,Knowledge,med
Kallgren,Norm Salience Effect,,Littering drops when anti-littering norm is cued,Psychology,Social Psychology,A. Identity & Intergroup,1991,Knowledge,med
Reno,Focus Theory of Normative Conduct,,Activated norms steer conduct across settings,Psychology,Social Psychology,A. Identity & Intergroup,1991,DB,high
Reno,Injunctive Norm Generalization,,Injunctive norms transfer influence beyond the immediate situation,Psychology,Social Psychology,A. Identity & Intergroup,1993,Knowledge,med
Reno,Descriptive Norm Locality,,Descriptive norms guide behavior only in similar settings,Psychology,Social Psychology,A. Identity & Intergroup,1993,Knowledge,med
Philip Zimbardo,Deindividuation Theory,,Anonymity in groups erodes self-awareness and restraint,Psychology,Social Psychology,B. Attitudes & Persuasion,1969,DB,high
Philip Zimbardo,Stanford Prison Experiment,,Situational roles can drive ordinary people to cruelty,Psychology,Social Psychology,B. Attitudes & Persuasion,1971,Knowledge,high
Philip Zimbardo,The Lucifer Effect,,Situations and systems transform good people into perpetrators,Psychology,Social Psychology,B. Attitudes & Persuasion,2007,Knowledge,high
Philip Zimbardo,Time Perspective Theory,,Habitual orientation to past present future shapes behavior,Psychology,Social Psychology,B. Attitudes & Persuasion,1999,Knowledge,med
