theorist,concept,native,one_liner,part,major,sub,era,source,confidence
Lloyd Ohlin,Subculture Theory,,Deviant subcultures form where legitimate opportunity is blocked,Society,Advanced & Applied Social Theories,General Social Theories,20C,DB,high
Lloyd Ohlin,Differential Opportunity Theory,,Delinquency depends on access to illegitimate as well as legitimate means,Society,Advanced & Applied Social Theories,General Social Theories,20C,Knowledge,high
Lloyd Ohlin,Delinquency and Opportunity,,"Slum subcultures channel youth into criminal, conflict, or retreatist roles",Society,Advanced & Applied Social Theories,General Social Theories,20C,Knowledge,high
Herbert Blumer,Symbolic Interactionism (Broader Application),,People act toward things based on socially constructed meanings,Society,Advanced & Applied Social Theories,General Social Theories,20C,DB,high
Herbert Blumer,Three Premises of Symbolic Interactionism,,"Meaning, social interaction, and interpretation guide all human action",Society,Advanced & Applied Social Theories,General Social Theories,20C,Knowledge,high
Herbert Blumer,Sensitizing Concepts,,Concepts that guide inquiry without rigid operational definitions,Society,Advanced & Applied Social Theories,General Social Theories,20C,Knowledge,high
Herbert Blumer,Collective Behavior,,"Crowds, publics, and movements emerge through circular reaction",Society,Advanced & Applied Social Theories,General Social Theories,20C,Knowledge,high
Herbert Blumer,Critique of Variable Analysis,,Quantitative variables miss the interpretive nature of social life,Society,Advanced & Applied Social Theories,General Social Theories,20C,Knowledge,med
Herbert Blumer,Group Position Theory of Prejudice,,Racial prejudice defends a dominant group's sense of position,Society,Advanced & Applied Social Theories,General Social Theories,20C,Knowledge,high
Harvey Sacks,Conversation Analysis (CA),,Systematic study of the order in ordinary talk-in-interaction,Society,Advanced & Applied Social Theories,General Social Theories,20C,DB,high
Harvey Sacks,Turn-Taking System,,Speakers exchange turns through an orderly self-organizing mechanism,Society,Advanced & Applied Social Theories,General Social Theories,20C,Knowledge,high
Harvey Sacks,Membership Categorization Devices,,People classify each other using inference-rich social categories,Society,Advanced & Applied Social Theories,General Social Theories,20C,Knowledge,high
Harvey Sacks,Adjacency Pairs,,Paired utterances like question-answer organize conversational sequence,Society,Advanced & Applied Social Theories,General Social Theories,20C,Knowledge,high
Harvey Sacks,Lectures on Conversation,,Foundational lectures establishing talk as orderly social action,Society,Advanced & Applied Social Theories,General Social Theories,20C,Knowledge,high
Emanuel Schegloff,Conversation Analysis (CA),,Close empirical analysis of the structures of social interaction,Society,Advanced & Applied Social Theories,General Social Theories,20C-21C,DB,high
Emanuel Schegloff,Repair Organization,,Mechanisms by which speakers fix troubles in talk,Society,Advanced & Applied Social Theories,General Social Theories,20C-21C,Knowledge,high
Emanuel Schegloff,Sequence Organization,,How turns combine into coherent courses of action,Society,Advanced & Applied Social Theories,General Social Theories,20C-21C,Knowledge,high
Emanuel Schegloff,Conversational Openings,,Telephone openings reveal recurrent identification and greeting sequences,Society,Advanced & Applied Social Theories,General Social Theories,20C,Knowledge,high
Emanuel Schegloff,Preference Organization,,Some responses are structurally favored over dispreferred ones,Society,Advanced & Applied Social Theories,General Social Theories,20C-21C,Knowledge,med
Gail Jefferson,Conversation Analysis (CA),,Co-founder of the empirical study of talk-in-interaction,Society,Advanced & Applied Social Theories,General Social Theories,20C-21C,DB,high
Gail Jefferson,Jefferson Transcription System,,Standard notation capturing the fine detail of recorded talk,Society,Advanced & Applied Social Theories,General Social Theories,20C-21C,Knowledge,high
Gail Jefferson,Overlap and Latching,,Precise analysis of simultaneous and immediately consecutive speech,Society,Advanced & Applied Social Theories,General Social Theories,20C,Knowledge,high
Gail Jefferson,Laughter in Interaction,,Laughter is a finely organized interactional achievement,Society,Advanced & Applied Social Theories,General Social Theories,20C,Knowledge,med
Judy Wajcman,Time Poverty,,The chronic shortage of discretionary time in accelerated life,Society,Advanced & Applied Social Theories,General Social Theories,21C,DB,high
Judy Wajcman,Technofeminism,,Gender and technology are mutually shaping and co-produced,Society,Advanced & Applied Social Theories,General Social Theories,21C,Knowledge,high
Judy Wajcman,Pressed for Time,,Digital technology paradoxically intensifies rather than eases time pressure,Society,Advanced & Applied Social Theories,General Social Theories,21C,Knowledge,high
Judy Wajcman,Feminism Confronts Technology,,Technology is socially shaped by and reproduces gender relations,Society,Advanced & Applied Social Theories,General Social Theories,20C,Knowledge,high
Judy Wajcman,Social Shaping of Technology,,"Technological change is driven by social choices, not autonomous logic",Society,Advanced & Applied Social Theories,General Social Theories,20C-21C,Knowledge,med
Cicero,Natural Law Theory,lex naturalis,Universal reason-based law binds all peoples and times,Politics,Classical & Pre-Modern Political Thought,B. Roman & Medieval Thought,Ancient,DB,high
Cicero,Res Publica,res publica,The commonwealth as the people's shared property and common good,Politics,Classical & Pre-Modern Political Thought,B. Roman & Medieval Thought,Ancient,Knowledge,high
Cicero,Mixed Constitution,constitutio mixta,"Stable government blends monarchy, aristocracy, and democracy",Politics,Classical & Pre-Modern Political Thought,B. Roman & Medieval Thought,Ancient,Knowledge,high
Cicero,Concordia Ordinum,concordia ordinum,Harmony among the social orders sustains the republic,Politics,Classical & Pre-Modern Political Thought,B. Roman & Medieval Thought,Ancient,Knowledge,high
Cicero,Officium (Duty),officium,Moral duty derived from honestas governs right conduct,Politics,Classical & Pre-Modern Political Thought,B. Roman & Medieval Thought,Ancient,Knowledge,high
Cicero,Just War Doctrine,bellum iustum,War is legitimate only for defense and after restitution sought,Politics,Classical & Pre-Modern Political Thought,B. Roman & Medieval Thought,Ancient,Knowledge,med
Pope Gelasius I,Two Swords Theory (Political Theology),duo sunt,Spiritual and temporal authority are two distinct God-given powers,Politics,Classical & Pre-Modern Political Thought,B. Roman & Medieval Thought,Medieval,DB,high
Pope Gelasius I,Auctoritas and Potestas,auctoritas sacrata et regalis potestas,Sacred priestly authority outranks royal worldly power,Politics,Classical & Pre-Modern Political Thought,B. Roman & Medieval Thought,Medieval,Knowledge,high
