theorist,concept,native,one_liner,part,major,sub,era,source,confidence
Richard Ryan,Intrinsic Motivation (Labor),,"Behavior driven by inherent satisfaction rather than external rewards.",Economics,"Labor, Personnel & Inequality Economics",Behavioral Labor Economics,Contemporary,DB,high
Richard Ryan,Intrinsic Motivation in Education,,"Students learn best when curiosity and interest drive engagement.",Economics,"Labor, Personnel & Inequality Economics",Behavioral Labor Economics,Contemporary,DB,high
Richard Ryan,Self-Determination Theory,,"Autonomy, competence, and relatedness underpin human motivation.",Economics,"Labor, Personnel & Inequality Economics",Behavioral Labor Economics,Contemporary,Knowledge,high
Richard Ryan,Cognitive Evaluation Theory,,"External rewards can undermine pre-existing intrinsic motivation.",Economics,"Labor, Personnel & Inequality Economics",Behavioral Labor Economics,Contemporary,Knowledge,high
Richard Ryan,Organismic Integration Theory,,"Extrinsic motivation lies on a continuum toward internalization.",Economics,"Labor, Personnel & Inequality Economics",Behavioral Labor Economics,Contemporary,Knowledge,high
Richard Ryan,Basic Psychological Needs Theory,,"Wellbeing depends on satisfying autonomy, competence, and relatedness.",Economics,"Labor, Personnel & Inequality Economics",Behavioral Labor Economics,Contemporary,Knowledge,high
James Alm,Social Norms and Tax Compliance,,"Perceived norms shape whether citizens pay or evade taxes.",Economics,Political Economy & Public Choice,Behavioral Public Economics,Contemporary,DB,high
James Alm,Tax Evasion (Behavioral Economics),,"Compliance reflects more than pure expected-utility deterrence calculations.",Economics,Political Economy & Public Choice,Behavioral Public Economics,Contemporary,DB,high
James Alm,Tax Morale,,"Intrinsic willingness to pay taxes beyond enforcement pressure.",Economics,Political Economy & Public Choice,Behavioral Public Economics,Contemporary,Knowledge,med
James Alm,Slippery Slope Framework,,"Trust in authorities and power jointly determine compliance.",Economics,Political Economy & Public Choice,Behavioral Public Economics,Contemporary,Knowledge,med
Raj Chetty,Peer Effects in Education,,"Classmates' behavior measurably shapes individual student outcomes.",Economics,Political Economy & Public Choice,Behavioral Public Economics,Contemporary,DB,high
Raj Chetty,Salience Bias (Taxation),,"Visible taxes alter behavior more than hidden ones.",Economics,Political Economy & Public Choice,Behavioral Public Economics,Contemporary,DB,high
Raj Chetty,Equality of Opportunity,,"Geography and neighborhoods strongly shape upward mobility chances.",Economics,Political Economy & Public Choice,Behavioral Public Economics,Contemporary,Knowledge,high
Raj Chetty,Intergenerational Mobility,,"Children's income prospects depend heavily on where they grow up.",Economics,Political Economy & Public Choice,Behavioral Public Economics,Contemporary,Knowledge,high
Raj Chetty,Tax Salience and Default Effects,,"Automatic enrollment and visibility powerfully steer financial choices.",Economics,Political Economy & Public Choice,Behavioral Public Economics,Contemporary,Knowledge,med
Dean Karlan,Behavioral Interventions for Development,,"Small nudges can produce large development outcomes among the poor.",Economics,Development & Environmental Economics,Behavioral Development Economics,Contemporary,DB,high
Dean Karlan,Commitment Devices,,"Voluntary self-binding mechanisms help people meet long-term goals.",Economics,Development & Environmental Economics,Behavioral Development Economics,Contemporary,DB,high
Dean Karlan,Randomized Controlled Trials in Development,,"Field experiments rigorously test what anti-poverty programs actually work.",Economics,Development & Environmental Economics,Behavioral Development Economics,Contemporary,Knowledge,high
Dean Karlan,Microcredit Impact Evaluation,,"Empirical testing tempers exaggerated claims about microfinance's effects.",Economics,Development & Environmental Economics,Behavioral Development Economics,Contemporary,Knowledge,med
Andrew W. Lo,Adaptive Markets Hypothesis,,"Market efficiency evolves through competition, adaptation, and natural selection.",Economics,Behavioral Finance & Asset Markets,Neuro-Finance,Contemporary,DB,high
Andrew W. Lo,Neuro-Finance,,"Brain mechanisms and emotion drive financial decision-making.",Economics,Behavioral Finance & Asset Markets,Neuro-Finance,Contemporary,DB,high
Andrew W. Lo,Financial Ecosystems,,"Markets behave like evolving biological systems of competing strategies.",Economics,Behavioral Finance & Asset Markets,Neuro-Finance,Contemporary,Knowledge,med
Andrew W. Lo,Variance Ratio Test,,"Statistical test challenging the random-walk model of stock prices.",Economics,Behavioral Finance & Asset Markets,Neuro-Finance,Contemporary,Knowledge,med
Oliver Hart,Incomplete Contracts,,"Real contracts cannot specify every future contingency.",Economics,Information & Contract Economics,Contracts & Mechanism Design,Contemporary,DB,high
Oliver Hart,Behavioral Contract Design,,"Contracts must account for limited foresight and bounded rationality.",Economics,Information & Contract Economics,Contracts & Mechanism Design,Contemporary,DB,high
Oliver Hart,Property Rights Theory of the Firm,,"Ownership allocates residual control rights over assets.",Economics,Information & Contract Economics,Contracts & Mechanism Design,Contemporary,Knowledge,high
Oliver Hart,Reference Points in Contracts,,"Contracts shape entitlements that govern later cooperative behavior.",Economics,Information & Contract Economics,Contracts & Mechanism Design,Contemporary,Knowledge,high
Oliver Hart,Hold-Up Problem,,"Underinvestment arises when partners fear ex-post renegotiation.",Economics,Information & Contract Economics,Contracts & Mechanism Design,Contemporary,Knowledge,high
Roland Fryer Jr.,Behavioral Motivation in Education,,"Incentive structures shape student achievement and effort.",Economics,Development & Environmental Economics,Health & Education Economics,Contemporary,DB,high
Roland Fryer Jr.,Behavioral Teacher Incentives,,"Performance-pay schemes alter teacher and student outcomes.",Economics,Development & Environmental Economics,Health & Education Economics,Contemporary,DB,high
Roland Fryer Jr.,Racial Achievement Gap,,"Empirical study of disparities in educational and economic outcomes.",Economics,Development & Environmental Economics,Health & Education Economics,Contemporary,Knowledge,high
Roland Fryer Jr.,Acting White Hypothesis,,"Social penalties can discourage high achievement among minority students.",Economics,Development & Environmental Economics,Health & Education Economics,Contemporary,Knowledge,med
Thomas Scheff,Labeling Theory (Mental Illness),,"Mental illness is partly produced by societal labeling of deviance.",Medicine,Medical Sociology,B. Social Construction of Illness,Modern,DB,high
Thomas Scheff,Social Construction of Illness Theory,,"Definitions of sickness reflect social rather than purely biological facts.",Medicine,Medical Sociology,B. Social Construction of Illness,Modern,DB,high
Thomas Scheff,Residual Rule-Breaking,,"Unnamed norm violations get categorized as mental illness.",Medicine,Medical Sociology,B. Social Construction of Illness,Modern,Knowledge,high
