theorist,concept,native,one_liner,part,major,sub,era,source,confidence
Jeffrey Pfeffer,Resource Dependence Theory,,Organizations depend on external resources controlled by other actors,MANAGEMENT,Organizational Theory & Design,"C. Ecology, Resource Dependence & Evolution",1970s,DB,high
Jeffrey Pfeffer,External Control of Organizations,,Power flows to those controlling critical organizational resource flows,MANAGEMENT,Organizational Theory & Design,"C. Ecology, Resource Dependence & Evolution",1970s,Knowledge,high
Jeffrey Pfeffer,Interorganizational Power & Politics,,Power explains organizational decisions better than rational efficiency,MANAGEMENT,Organizational Theory & Design,"C. Ecology, Resource Dependence & Evolution",1980s,Knowledge,high
Jeffrey Pfeffer,Evidence-Based Management,,Decisions should rest on rigorous evidence not fads,MANAGEMENT,Organizational Theory & Design,"C. Ecology, Resource Dependence & Evolution",2000s,Knowledge,high
Jeffrey Pfeffer,Knowing-Doing Gap,,Firms fail to act on what they already know,MANAGEMENT,Organizational Theory & Design,"C. Ecology, Resource Dependence & Evolution",2000s,Knowledge,high
Gerald Salancik,Resource Dependence Theory,,Organizations manage dependencies on external resource providers strategically,MANAGEMENT,Organizational Theory & Design,"C. Ecology, Resource Dependence & Evolution",1970s,DB,high
Gerald Salancik,Social Information Processing,,Workers form attitudes from coworkers' social cues,MANAGEMENT,Organizational Theory & Design,"C. Ecology, Resource Dependence & Evolution",1970s,Knowledge,high
Gerald Salancik,Commitment & Behavioral Binding,,Past actions bind future commitment and constrain choice,MANAGEMENT,Organizational Theory & Design,"C. Ecology, Resource Dependence & Evolution",1970s,Knowledge,high
Robert Kozinets,Consumer Resistance Theory,,Consumers actively resist and reshape marketplace meanings,MANAGEMENT,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,2000s,DB,high
Robert Kozinets,Netnography,,Ethnographic method studying online communities and consumer cultures,MANAGEMENT,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,2000s,Web,high
Robert Kozinets,Consumer Tribes,,Consumers bond into emotional brand-based communal collectives,MANAGEMENT,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,2000s,Knowledge,high
Robert Kozinets,Technoculture & Brand Communities,,Technology reshapes consumption rituals within networked brand communities,MANAGEMENT,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,2010s,Knowledge,med
John Meyer,Organizational Commitment Theory,,Commitment binds employees through affect obligation and cost,MANAGEMENT,Human Resource Management,"B. Engagement, Commitment & Psychological Contract",1990s,DB,high
John Meyer,Three-Component Model of Commitment,,Affective continuance and normative commitment shape employee retention,MANAGEMENT,Human Resource Management,"B. Engagement, Commitment & Psychological Contract",1990s,Knowledge,high
John Meyer,Affective Commitment,,Emotional attachment makes employees want to stay,MANAGEMENT,Human Resource Management,"B. Engagement, Commitment & Psychological Contract",1990s,Knowledge,high
