theorist,concept,native,one_liner,part,major,sub,era,source,confidence
Eszter Hargittai,Digital Divide,,"Unequal access to internet technology across social groups",Family,"젠더·돌봄노동·페미니즘 가족이론 (Gender, Care Labor & Feminist)",C. 돌봄윤리·에코페미니즘 (Care Ethics & Ecofeminism),2000s,DB,high
Eszter Hargittai,Second-Level Digital Divide,,"Inequality in online skills, not just internet access",Family,"젠더·돌봄노동·페미니즘 가족이론 (Gender, Care Labor & Feminist)",C. 돌봄윤리·에코페미니즘 (Care Ethics & Ecofeminism),2000s,Web,high
Eszter Hargittai,Internet Skills,,"Measurable variation in users' ability to find online content",Family,"젠더·돌봄노동·페미니즘 가족이론 (Gender, Care Labor & Feminist)",C. 돌봄윤리·에코페미니즘 (Care Ethics & Ecofeminism),2000s,Web,high
Eszter Hargittai,Digital Inequality,,"Social-class differences in technology use and online benefits",Family,"젠더·돌봄노동·페미니즘 가족이론 (Gender, Care Labor & Feminist)",C. 돌봄윤리·에코페미니즘 (Care Ethics & Ecofeminism),2010s,Web,high
Gerald R. Leslie,Family Power Theory,,"Distribution of decision-making authority among family members",Family,애착·심리역동 가족이론 (Attachment & Psychodynamic),C. 정서조절·표출정서 (Emotion Regulation & Expressed Emotion),1970s,DB,med
Gerald R. Leslie,The Family in Social Context,,"Sociological textbook framing family within wider social structures",Family,애착·심리역동 가족이론 (Attachment & Psychodynamic),C. 정서조절·표출정서 (Emotion Regulation & Expressed Emotion),1970s,Knowledge,med
Gerald R. Leslie,Resource Theory of Marital Power,,"Spouse with more resources holds greater marital influence",Family,애착·심리역동 가족이론 (Attachment & Psychodynamic),C. 정서조절·표출정서 (Emotion Regulation & Expressed Emotion),1970s,Knowledge,med
Robert Sampson,Collective Efficacy,,"Neighborhood cohesion plus willingness to intervene reduces crime",Family,"생태·정책·사회자본 가족이론 (Ecological, Policy & Social Capital)",B. 사회자본·지지망 (Social Capital & Networks),1990s,DB,high
Robert Sampson,Concentrated Disadvantage,,"Clustered poverty and instability erode neighborhood social order",Family,"생태·정책·사회자본 가족이론 (Ecological, Policy & Social Capital)",B. 사회자본·지지망 (Social Capital & Networks),1990s,Knowledge,high
Robert Sampson,Age-Graded Theory of Informal Social Control,,"Life-course turning points like marriage redirect criminal trajectories",Family,"생태·정책·사회자본 가족이론 (Ecological, Policy & Social Capital)",B. 사회자본·지지망 (Social Capital & Networks),1990s,Knowledge,high
Robert Sampson,Cumulative Disadvantage,,"Early disadvantages compound over the life course",Family,"생태·정책·사회자본 가족이론 (Ecological, Policy & Social Capital)",B. 사회자본·지지망 (Social Capital & Networks),1990s,Knowledge,high
