keyword,theorist,concept_purpose,paper_title,paper_authors,journal,volume_issue,year,paper_url,paper_argument,access
cultural trauma,Jeffrey C. Alexander,"Theory of how collectivities construct shared wounds into collective identity, explaining how social groups process catastrophic events",Documentary cinema as social therapy: Kazakhstan's experience in portraying collective trauma on screen,Banu Ramazanova,Studies in Russian and Soviet Cinema,Vol 19 No 1,2025,https://www.tandfonline.com/doi/abs/10.1080/17503132.2025.2450928,"Argues that Kazakh documentary cinema underrepresents collective traumas (1931-33 famine, Jeltoqsan 1986) and that authentic confrontation with the past could serve as cultural therapy and build national self-awareness",abstract-only
collective memory,Maurice Halbwachs,"Concept that memory is socially framed and shared by groups, explaining how communities remember the past collectively",Documentary cinema as social therapy: Kazakhstan's experience in portraying collective trauma on screen,Banu Ramazanova,Studies in Russian and Soviet Cinema,Vol 19 No 1,2025,https://www.tandfonline.com/doi/abs/10.1080/17503132.2025.2450928,"Uses collective memory to argue that the silence around Asharshylyk and Jeltoqsan in Kazakh documentary blocks national historical consciousness and societal progress",abstract-only
transgression,Georges Bataille,"Concept of crossing moral/sexual limits as a charged act, explaining the allure and danger of eroticism within constraint",Transgression and desire in Tarkovsky's cinema,(author not specified in abstract),Studies in Russian and Soviet Cinema,Vol 19 No 2,2025,https://www.tandfonline.com/doi/abs/10.1080/17503132.2025.2484703,"Reads Tarkovsky's subdued eroticism (Solaris, Andrei Rublev, Mirror) as 'guilty pleasure' negotiating Soviet moral standards against transgressive Western influences such as Nabokov's Lolita",abstract-only
queering,"Eve Kosofsky Sedgwick / queer theory","Analytic lens that denaturalizes heteronormativity, explaining how non-normative sexualities are read and claimed in culture",Queering Russian cinema as a community-building practice,Olga Andreevskikh,Studies in Russian and Soviet Cinema,Vol 17 No 3,2023,https://www.tandfonline.com/doi/full/10.1080/17503132.2023.2241804,"Argues LGBTQ opinion leaders appropriate the term 'kvir' to read non-heteronormative gender/sexuality in Soviet and post-Soviet cinema, reclaiming film history as shared and individual LGBTQ heritage",abstract-only
decolonisation,(postcolonial/decolonial theory),"Framework for dismantling imperial cultural hierarchies, explaining how peripheral identities resist a dominant centre",Introduction: 'Different (Everyone is So)': conceptualisations of Russian and Russophone queer cinema in the twenty-first century,Vlad Strukov,Studies in Russian and Soviet Cinema,Vol 17 No 3,2023,https://www.tandfonline.com/doi/full/10.1080/17503132.2023.2252702,"Argues a queer optic exposes the transnational, poly-cultural nature of 'Russian' vs 'Russophone' culture and contributes to de-colonising 'Russia' through queer subjectivities",abstract-only
transnationalism,(transnational cinema studies),"Framework for film flows beyond national borders, explaining poly-cultural and diasporic cinematic identities",Introduction: 'Different (Everyone is So)': conceptualisations of Russian and Russophone queer cinema in the twenty-first century,Vlad Strukov,Studies in Russian and Soviet Cinema,Vol 17 No 3,2023,https://www.tandfonline.com/doi/full/10.1080/17503132.2023.2252702,"Frames Russophone queer cinema as transnational and poly-cultural, with new centres of filmmaking redefining belonging beyond the nation-state",abstract-only
dialogism,Mikhail Bakhtin,"Theory of meaning as relational dialogue between voices/texts, explaining authorship and adaptation as intertextual negotiation",Film Adaptations of Russian Classics: Dialogism and Authorship (book review),(reviewer),Studies in Russian and Soviet Cinema,Vol 17 No 3,2023,https://www.tandfonline.com/doi/full/10.1080/17503132.2023.2246826,"Reviews Smith and Sobolev's study which applies Bakhtinian dialogism to frame a synergetic 'literary-cinematic space' where adaptations of Russian classics dialogue with their sources across temporal shifts",abstract-only
decolonial historiography,(decolonial theory),"Framework for correcting imperial-centred narratives, explaining how peripheral histories are recovered against a dominant centre",Special joint issue of Studies in Russian and Soviet Cinema and Culture of Ukraine (Kul'tura Ukrainy),"Jeremy Hicks, Leonid Machulin",Studies in Russian and Soviet Cinema,Vol 18 No 3,2024,https://www.tandfonline.com/doi/full/10.1080/17503132.2024.2405346,"Frames the special issue as challenging the Russocentric framing of Ukrainian cinema, foregrounding overlooked Ukrainian films, filmmakers and institutions amid Russia's invasion",abstract-only
agonistic mourning,Athena Athanasiou,"Concept of mourning as political resistance rather than closure, explaining how grief refuses normative containment under power",Trauma, Memory, and the Politics of Mourning in New Albanian Film from Kosovo,Tatjana Aleksić,Eastern European Screen Studies,Vol 16 No 2,2024,https://www.tandfonline.com/doi/full/10.1080/2040350X.2024.2371617,"Argues female protagonists in Zana, Hive and Three Windows and a Hanging resist nationalist-capitalist control over memory through silent stoicism and 'agonistic mourning'",abstract-only
thanatopolitics,(Achille Mbembe / biopolitics tradition),"Politics organised around death and the power to expose populations to death, explaining war and post-war regimes of violence",Trauma, Memory, and the Politics of Mourning in New Albanian Film from Kosovo,Tatjana Aleksić,Eastern European Screen Studies,Vol 16 No 2,2024,https://www.tandfonline.com/doi/full/10.1080/2040350X.2024.2371617,"Argues women's suffering in Kosovar films is coopted by the same nationalist-capitalist thanatopolitics that produced the wars and now regulates survivors' mourning",abstract-only
communicative memory,Jan and Aleida Assmann,"Distinction between short-term communicative memory (80-100 yrs) and long-term cultural memory, explaining generational dynamics of remembering",Communicative Generations between Cold War Trauma and HBO-Type 'Televisuality',Andrea Virginás,Eastern European Screen Studies,Vol 17 No 1,2024,https://www.tandfonline.com/doi/full/10.1080/2040350X.2024.2388409,"Uses Assmann's three communicative generations to argue HBO-type series (Chernobyl, The Informant, Spy/Master) aestheticise Cold War trauma for 'forgetters' and 'mourners' who lack personal memory",abstract-only
televisuality,John Thornton Caldwell,"Concept of stylistic exhibitionism and excess in television, explaining how high-end TV signals prestige and authorship",Communicative Generations between Cold War Trauma and HBO-Type 'Televisuality',Andrea Virginás,Eastern European Screen Studies,Vol 17 No 1,2024,https://www.tandfonline.com/doi/full/10.1080/2040350X.2024.2388409,"Argues HBO-type televisuality and midcult aesthetics remediate Cold War-era television for the digital era while processing Eastern European collective trauma",abstract-only
ecocinema,(ecocinema studies / Scott MacDonald),"Critical framework for film's ecological vision, explaining how cinema cultivates an environmental point of view",Eden and Eastern European Ecocinema (book review),György Kalmár,Eastern European Screen Studies,Vol 16 No 3,2023,https://www.tandfonline.com/doi/full/10.1080/2040350X.2023.2187526,"Examines the rise of an ecological point of view in Hungarian cinema via Agnes Kocsis's Eden (2020), asking how far the ecocritical approach rewrites established local filmmaking traditions",abstract-only
