theorist,concept,native,one_liner,part,major,sub,era,source,confidence
Karin van Es,Liveness,liveness,How media manufacture a sense of real-time co-presence with audiences,Culture,7. Media & Communication,A. Media Effects & Audiences,Contemporary,Web,high
Karin van Es,Tool criticism,tool criticism,Reflexively questioning the digital tools that shape research and knowledge,Culture,"11. Digital, Media & Algorithmic Culture",D. Technological Culture & STS,Contemporary,Web,high
Karin van Es,Datafication of television,datafication of television,"How streaming platforms convert viewing into measurable, tradable data",Culture,"11. Digital, Media & Algorithmic Culture",C. Algorithmic & Platform Culture,Contemporary,Web,high
Karin van Es,Datawalking,datawalking,Embodied walking method to perceive datafication embedded in everyday urban space,Culture,"11. Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,Contemporary,Web,med
Karin van Es,Situating data,situating data,Treating data as contextual and embedded rather than neutral or universal,Critics,X. Digital & Media-Specific,B. Computational & Cultural Analytics,Contemporary,Web,high
Kartik Nair,Spectral materiality,spectral materiality,Tracing filmmaking's physical labor as ghostly residue inside horror images,ART,7. Visual Culture & Media Studies,B. Photography & the Image,Contemporary,Web,high
Kartik Nair,Material life of genre,material life of genre,How low-budget infrastructures and props shape what a film genre becomes,Culture,7. Media & Communication,B. Media Archaeology & Materiality,Contemporary,Web,high
Kartik Nair,Infrastructural cinema,infrastructural cinema,Reading films as expressive records of the conditions producing moving images,Culture,7. Media & Communication,B. Media Archaeology & Materiality,Contemporary,Web,med
Kartik Nair,Censorship as form,censorship as form,How state cutting and regulation visibly marks and shapes screen images,ART,7. Visual Culture & Media Studies,A. Visual Culture & Spectacle,Contemporary,Web,med
Kate Nash,Cultural politics of human rights,cultural politics of human rights,How rights become real only through contested cultural meaning-making,Politics,"6. Postcolonial, Feminist & Environmental Politics",B. Feminism & Gender in Politics,Contemporary,Web,high
Kate Nash,Political sociology of human rights,political sociology of human rights,States construct the authority to define rights via international commitments,Society,V. Advanced & Applied Social Theories,General Social Theories,Contemporary,Web,high
Kate Nash,Cultural politics,cultural politics,Power struggles over meaning that constitute citizenship and collective identity,Culture,9. Identity & Difference,D. Cultural Citizenship & Politics,Contemporary,Web,high
Kate Nash,Between citizenship and human rights,between citizenship and human rights,Tension between bounded national citizenship and universal claims of humanity,Politics,"5. Justice, Recognition & Community",C. Identity Politics,Contemporary,Web,med
Kathleen McHugh,American domesticity,American domesticity,How housework manuals and melodrama coded the gendered American home,Culture,9. Identity & Difference,"A. Gender, Race & Sexuality",Contemporary,Web,high
Kathleen McHugh,Affective witness,affective witness,Feminist cinema channeling anger and aesthetics to bear ethical witness,ART,5. Literature & Literary Theory,A. Critical & Materialist Criticism,Contemporary,Web,med
Kathleen McHugh,Collaborative life narrative,collaborative life narrative,"Autobiography that diffuses the self across collective, politically charged voices",Critics,III. Identity-Based & Political,A. Feminist & Gender Criticism,Contemporary,Web,med
Kathleen McHugh,Genre as feminist platform,genre as feminist platform,Using serial TV genre to diagnose and stage feminist grievance,Culture,5. British Cultural Studies (Birmingham School),B. Subculture & Fandom,Contemporary,Web,med
Lalitha Gopalan,Cinema of interruptions,cinema of interruptions,"Indian films where songs, intermissions, censorship structure rather than break narrative",ART,7. Visual Culture & Media Studies,A. Visual Culture & Spectacle,Contemporary,Web,high
Lalitha Gopalan,Avenging woman genre,avenging woman genre,Female revenge films negotiating sexual violence within Indian popular cinema,Culture,9. Identity & Difference,"A. Gender, Race & Sexuality",Contemporary,Web,high
Lalitha Gopalan,Constellation of interruptions,constellation of interruptions,"Song-dance, interval, censorship form a distinct national film grammar",ART,7. Visual Culture & Media Studies,A. Visual Culture & Spectacle,Contemporary,Web,med
Lalitha Gopalan,Cinemas dark and slow,cinemas dark and slow,Digital-era Indian films embracing slowness against fast commercial spectacle,Culture,7. Media & Communication,B. Media Archaeology & Materiality,Contemporary,Web,med
Laura Horak,Cross-dressed cinema,cross-dressed cinema,Early American films used women-in-men's-clothes as wholesome respectable spectacle,ART,"10. Race, Gender & Postcolonial Critique of Art",C. Feminist & Queer Art,Contemporary,Web,high
Laura Horak,Trans film historiography,trans film historiography,Recovering transgender presence and authorship across overlooked film and media history,Culture,9. Identity & Difference,"A. Gender, Race & Sexuality",Contemporary,Web,high
Laura Horak,Wholesome cross-dressing,wholesome cross-dressing,How gender-crossing once lent moral respectability to the young film industry,Culture,9. Identity & Difference,B. Embodiment & Performativity,Contemporary,Web,med
Laura Horak,Trans media worldmaking,trans media worldmaking,"Trans-made cinema builds communities, identities, and livable shared worlds",ART,"10. Race, Gender & Postcolonial Critique of Art",C. Feminist & Queer Art,Contemporary,Web,med
Lauren Fournier,Autotheory,autotheory,"Fusing memoir and theory so life, art, and thinking become inseparable",Critics,III. Identity-Based & Political,A. Feminist & Gender Criticism,Contemporary,Web,high
Lauren Fournier,Autotheoretical turn,autotheoretical turn,Post-1960s feminist art collapsing the divide between theory and lived practice,ART,2. Art History & Historiography,B. Critical & Feminist Art Historiography,Contemporary,Web,high
Lauren Fournier,Citational practice,citational practice,Feminist art using citation to acknowledge influence and build genealogies,Critics,XI. Intertextual & Comparative,A. Intertextuality,Contemporary,Web,med
Lauren Fournier,Gut-centered research,gut-centered research,"Knowledge grounded in the personal, incidental, embodied feel of inquiry",Critics,XII. Affect & Sensory,B. Embodied & Sensory Reading,Contemporary,Web,med
Lee Edelman,Reproductive futurism,reproductive futurism,Politics organized around the Child as figure for an idealized future,Critics,III. Identity-Based & Political,B. Queer Theory,Contemporary,Web,high
Lee Edelman,Sinthomosexual,sinthomosexual,The queer figure embodying the death drive that refuses futurity,Critics,IV. Psychoanalytic & Psychological,A. Freudian & Lacanian,Contemporary,Web,high
Lee Edelman,No future,No Future,Queerness as embrace of negativity refusing the social order's promises,Critics,III. Identity-Based & Political,B. Queer Theory,Contemporary,Web,high
Lee Edelman,The figural Child,the Child,How the innocent Child polices politics and excludes the antisocial queer,Critics,III. Identity-Based & Political,B. Queer Theory,Contemporary,Web,high
Lee Edelman,Antisocial thesis,antisocial thesis,"Queer theory's refusal of communal redemption, sociality, and relational optimism",Critics,III. Identity-Based & Political,B. Queer Theory,Contemporary,Web,med
Legacy Russell,Glitch feminism,glitch feminism,Online error and deviation as tools to escape the policed body,Culture,"11. Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,Contemporary,Web,high
Legacy Russell,The glitch,glitch,Deviation from white cis-het able-bodied norms reframed as liberatory refusal,ART,"11. Digital, New Media & AI Arts",B. Interactive & Immersive Media,Contemporary,Web,high
Legacy Russell,Digital avatar as laboratory,avatar,Online avatars let Black queer artists experiment with and expand selfhood,Culture,"11. Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,Contemporary,Web,high
Legacy Russell,Body as data,body,"Treating the body as fluid, encoded material exceeding binary categories",Culture,9. Identity & Difference,B. Embodiment & Performativity,Contemporary,Web,med
Linda Degh,Ostension,ostension,"Legends acted out in real behavior, not merely told as stories",Culture,16. Cultural Evolution & Transmission,C. Cultural Codes & Semiotics,Modern,Web,high
