theorist,concept,native,one_liner,part,major,sub,era,source,confidence
Sarah Thomas,Extra-Filmic Persona,extra-filmic persona,"How a star's public image diverges from their actual screen performances.",Culture,"9. Identity & Difference","C. Fashion & Self-Presentation",Contemporary,Web,med
Sarah Thomas,Typecasting as Agency,typecasting as agency,"How typecast actors negotiate employment and craft within a fixed image.",ART,"3. Performance Studies & Theatre","B. Performance & Politics",Contemporary,Web,med
Sarah Thomas,Cultification of Stars,cult film stardom,"How offbeat performers acquire devoted cult followings outside mainstream fame.",Culture,"5. British Cultural Studies (Birmingham School)","B. Subculture & Fandom",Contemporary,Web,med
Scott MacDonald,Ecocinema,ecocinema,"How avant-garde films retrain perception toward ecological attentiveness and place.",Critics,"IX. Ecological & Environmental","A. Ecocriticism",Contemporary,Web,high
Scott MacDonald,Garden in the Machine,the garden in the machine,"How independent films find Edenic serenity within modern technological society.",ART,"7. Visual Culture & Media Studies","A. Visual Culture & Spectacle",Contemporary,Web,high
Scott MacDonald,Retraining Perception,retraining perception,"How long takes and rigorous framing deepen viewers' presence to environment.",ART,"8. Posthumanism & Environmental Arts","B. Eco-Art & Ecological Aesthetics",Contemporary,Web,high
Scott MacDonald,Critical Cinema,critical cinema,"How interviews with independent filmmakers reveal alternative film's countercultural aesthetics.",ART,"7. Visual Culture & Media Studies","A. Visual Culture & Spectacle",Contemporary,Web,med
Sebastian Scholz,SensorMedia,SensorMedia,"How sensor technologies and self-tracking devices reshape perception and governance.",Culture,"11. Digital, Media & Algorithmic Culture","D. Technological Culture & STS",Contemporary,Web,med
Sebastian Scholz,Chronopolitics of Sensors,Chronopolitik der Sensormedien,"How sensor media reorganize lived time into a continuous present.",Culture,"10. Affect, Emotion & Embodiment","C. Affective Publics",Contemporary,Web,med
Sebastian Scholz,Epistemologies of the Visible,Epistemologien des Sichtbaren,"How media technologies make phenomena visible and thereby produce knowledge.",Critics,"X. Digital & Media-Specific","C. Platform & Media Studies",Contemporary,Web,med
Sergei Eisenstein,Intellectual Montage,интеллектуальный монтаж,"How colliding shots generate abstract concepts beyond what images literally show.",ART,"7. Visual Culture & Media Studies","A. Visual Culture & Spectacle",Modern,Knowledge,high
Sergei Eisenstein,Montage of Attractions,монтаж аттракционов,"How shocking staged moments assault spectators to provoke emotional and political response.",ART,"3. Performance Studies & Theatre","A. Performance Theory & Ritual",Modern,Knowledge,high
Sergei Eisenstein,Dialectical Montage,диалектический монтаж,"How thesis and antithesis shots collide to produce new synthetic meaning.",Critics,"VI. Marxist & Materialist","C. Commodity & Political Economy",Modern,Knowledge,high
Sergei Eisenstein,Overtonal Montage,обертонный монтаж,"How a shot's dominant and secondary stimuli together orchestrate complex sensation.",ART,"4. Music & Sound Studies","A. Sociology & Politics of Music",Modern,Knowledge,med
Sergei Eisenstein,Typage,типаж,"How casting non-actors by physical type instantly signals social class identity.",ART,"3. Performance Studies & Theatre","B. Performance & Politics",Modern,Knowledge,med
Sergei Eisenstein,Pathos,пафос,"How film structure can transport viewers into ecstatic out-of-themselves intensity.",ART,"1. Aesthetics & Philosophy of Art","A. Classical & Philosophical Aesthetics",Modern,Knowledge,med
Seung-hoon Jeong,Cinematic Interface,영화적 인터페이스,"How screens mediate ambivalently between image and subject after new media.",Critics,"X. Digital & Media-Specific","C. Platform & Media Studies",Contemporary,Web,high
Seung-hoon Jeong,Interfaciality,interfaciality,"How contact surfaces structure both the cinematic image and viewer subjectivity.",ART,"11. Digital, New Media & AI Arts","B. Interactive & Immersive Media",Contemporary,Web,med
Seung-hoon Jeong,Biopolitical Ethics of Cinema,biopolitical ethics,"How global films stage life, catastrophe, and ethical responsibility to others.",Critics,"II. Post-Structuralist & Deconstructive","B. Discourse & Genealogy",Contemporary,Web,med
Seung-hoon Jeong,Global Cinema as Network,글로벌 시네마 네트워크,"How world cinema operates through abjection, catastrophe, network, and atopia.",Culture,"8. Global & Transnational Culture","D. Global Cultural Industries & Diplomacy",Contemporary,Web,med
Shannon Sullivan,Ontological Expansiveness,ontological expansiveness,"How white people unconsciously assume all spaces are theirs to occupy.",Society,"V. Advanced & Applied Social Theories","Race & Ethnicity",Contemporary,Web,high
Shannon Sullivan,Unconscious Habits of Privilege,unconscious habits of privilege,"How racial privilege persists through bodily habits below conscious awareness.",Psychology,"11. Critical, Cultural & Environmental","A. Critical & Health Belief",Contemporary,Web,high
Shannon Sullivan,Transactional Body,transactional bodies,"How bodies are constituted through ongoing exchange with their physical environment.",Culture,"9. Identity & Difference","B. Embodiment & Performativity",Contemporary,Web,high
Shannon Sullivan,Physiology of Oppression,physiology of oppression,"How sexism and racism become embedded in bodily physiology, not just attitudes.",Society,"V. Advanced & Applied Social Theories","Gender & Sexuality",Contemporary,Web,med
Shannon Sullivan,Good White People,good white people,"How middle-class white anti-racism often reproduces the privilege it disavows.",Politics,"5. Justice, Recognition & Community","C. Identity Politics",Contemporary,Web,med
Shari Benstock,Authoring the Self,authoring the self,"How women's autobiography destabilizes the unified self assumed by male confession.",Critics,"III. Identity-Based & Political","A. Feminist & Gender Criticism",Contemporary,Web,high
Shari Benstock,Women of the Left Bank,women of the Left Bank,"How expatriate women writers redefined what literary modernism actually was.",ART,"5. Literature & Literary Theory","B. Historicism & Society",Contemporary,Web,high
Shari Benstock,Sapphic Modernism,Sapphic modernism,"How lesbian Parisian networks shaped avant-garde experiment and modernist aesthetics.",ART,"10. Race, Gender & Postcolonial Critique of Art","C. Feminist & Queer Art",Contemporary,Web,med
Sharon Marcus,Surface Reading,surface reading,"How attending to a text's surface resists symptomatic hunt for hidden meaning.",Critics,"I. Formalist & Text-Centric","C. Stylistics & Textual Criticism",Contemporary,Web,high
Sharon Marcus,Just Reading,just reading,"How reading what a text says, not negates, reveals overlooked relationships.",Critics,"VII. Phenomenological & Hermeneutic","C. Reader-Response & Reception",Contemporary,Web,high
Sharon Marcus,The Female World of Friendship,between women,"How Victorian women's friendships and marriages structured social life beyond desire.",History,"XI. Gender, Body & Emotions History","A. Gender & Sexuality",Contemporary,Web,high
Sharon Marcus,Celebrity as Drama,drama of celebrity,"How celebrities, public, and media compete to author the celebrity's story.",Culture,"12. Cultural Economy & Production","C. Experience Economy & Consumption",Contemporary,Web,high
Sharon Marcus,Active Fandom,active fandom,"How fans actively judge and shape stars rather than passively adoring them.",Culture,"5. British Cultural Studies (Birmingham School)","B. Subculture & Fandom",Contemporary,Web,med
Shu-mei Shih,The Sinophone,華語語系,"How Sinitic-language cultures at China's margins resist Chinese national centrality.",Critics,"III. Identity-Based & Political","C. Postcolonial & Critical Race",Contemporary,Web,high
Shu-mei Shih,Against Diaspora,反離散,"How diaspora ideology wrongly binds emigrants permanently to an ancestral homeland.",Culture,"8. Global & Transnational Culture","B. Diaspora & Deterritorialization",Contemporary,Web,high
Shu-mei Shih,Visuality and Identity,視覺與認同,"How visual culture articulates Sinophone identities across the Pacific contact zones.",ART,"7. Visual Culture & Media Studies","A. Visual Culture & Spectacle",Contemporary,Web,med
Shu-mei Shih,Technologies of Recognition,technologies of recognition,"How global academia selectively recognizes some non-Western literatures and ignores others.",Critics,"III. Identity-Based & Political","C. Postcolonial & Critical Race",Contemporary,Web,med
Shu-mei Shih,Relational Comparison,relational comparison,"How comparing cultures through historical entanglement avoids hierarchical center-periphery framing.",History,"XII. Political, Legal & Global History","C. Global & Transnational",Contemporary,Web,med
Siegfried Kracauer,The Mass Ornament,Das Ornament der Masse,"How synchronized chorus-girl spectacles mirror the abstract rationality of capitalist production.",Culture,"3. Critical Theory & Frankfurt School","A. Culture Industry & Instrumental Reason",Modern,Knowledge,high
Siegfried Kracauer,Redemption of Physical Reality,Errettung der ausseren Wirklichkeit,"How film redeems everyday material reality overlooked by abstract modern consciousness.",ART,"1. Aesthetics & Philosophy of Art","A. Classical & Philosophical Aesthetics",Modern,Knowledge,high
Siegfried Kracauer,The Distracted Public,die Zerstreuung,"How cinema audiences seeking distraction unconsciously confront their fragmented social condition.",Culture,"7. Media & Communication","A. Media Effects & Audiences",Modern,Knowledge,high
Siegfried Kracauer,From Caligari to Hitler,Von Caligari zu Hitler,"How Weimar film expressed collective psychological dispositions foreshadowing Nazi authoritarianism.",ART,"7. Visual Culture & Media Studies","A. Visual Culture & Spectacle",Modern,Knowledge,high
Siegfried Kracauer,The Salaried Masses,Die Angestellten,"How white-collar employees adopt a shelterless culture of glamour and distraction.",Society,"I. Classical Sociological Traditions","",Modern,Knowledge,med
Siegfried Kracauer,Photography and Memory,Die Photographie,"How photographs preserve surface appearances while emptying them of lived memory.",Critics,"V. Historical & Cultural Materialist","C. Memory & Book History",Modern,Knowledge,med
Song Hwee Lim,Cinema of Slowness,慢電影,"How long takes and stillness demand renewed attention to cinematic time.",ART,"7. Visual Culture & Media Studies","A. Visual Culture & Spectacle",Contemporary,Web,high
Song Hwee Lim,Celluloid Comrades,銀幕同志,"How contemporary Chinese cinemas represent and negotiate male homosexual identity.",Culture,"9. Identity & Difference","A. Gender, Race & Sexuality",Contemporary,Web,high
Song Hwee Lim,Cinematic Slowness as Resistance,cinematic slowness,"How slow cinema's deceleration resists the speed of global capitalist media.",Critics,"XII. Affect & Sensory","B. Embodied & Sensory Reading",Contemporary,Web,med
Song Hwee Lim,Sinophone Cinephilia,華語電影迷戀,"How nostalgia and cinephilia frame transnational Chinese-language film authorship.",Culture,"8. Global & Transnational Culture","A. Hybridization & World Culture",Contemporary,Web,med
Soren Kierkegaard,The Leap of Faith,Troens spring,"How belief requires a passionate commitment that reason alone cannot justify.",Politics,"2. Early Modern & Enlightenment Political Thought","D. Conservatism & Counter-Enlightenment",Pre-modern,Knowledge,high
Soren Kierkegaard,The Three Stages of Existence,Stadier paa Livets Vej,"How life moves through aesthetic, ethical, and religious modes of being.",Psychology,"5. Personality","C. Self & Self-Concept",Pre-modern,Knowledge,high
Soren Kierkegaard,Anxiety,Begrebet Angest,"How dizzying freedom before infinite possibility produces existential dread, not fear.",Psychology,"7. Clinical & Psychopathology","A. Models of Psychopathology",Pre-modern,Knowledge,high
Soren Kierkegaard,The Sickness Unto Death,Sygdommen til Doeden,"How despair is the self's failure to become its true self.",Psychology,"5. Personality","C. Self & Self-Concept",Pre-modern,Knowledge,high
Soren Kierkegaard,The Single Individual,Hiin Enkelte,"How authentic existence requires standing alone before God against the crowd.",Society,"I. Classical Sociological Traditions","",Pre-modern,Knowledge,med
Soren Kierkegaard,Indirect Communication,indirekte Meddelelse,"How truth about existence must be conveyed obliquely through irony and pseudonyms.",Critics,"VII. Phenomenological & Hermeneutic","A. Hermeneutics",Pre-modern,Knowledge,med
Soren Kierkegaard,Repetition,Gjentagelsen,"How meaning is recovered forward through renewal, not nostalgic backward recollection.",History,"I. Philosophy of History","C. Time & Temporality",Pre-modern,Knowledge,med
Stephen Best,Surface Reading,surface reading,"How attending to textual surfaces resists the suspicious search for hidden depths.",Critics,"I. Formalist & Text-Centric","C. Stylistics & Textual Criticism",Contemporary,Web,high
Stephen Best,Melancholy Historicism,melancholy historicism,"How black studies' forensic recovery of slavery's wound can become melancholic attachment.",History,"VII. Memory & Oral History","C. Trauma & Post-Holocaust",Contemporary,Web,high
Stephen Best,Blackness as Aesthetic Function,blackness as aesthetic life,"How black subjectivity can be understood as aesthetic invention beyond collective origin.",ART,"10. Race, Gender & Postcolonial Critique of Art","A. Critical Race & Representation",Contemporary,Web,med
Stephen Best,The Fugitive's Properties,fugitive's properties,"How slave law's poetics of possession shaped ideas of property and personhood.",LAW,"9. Legal History & Historical Jurisprudence","B. Legal Exceptionalism & Law-in-History",Contemporary,Web,med
Stephen D. Arata,Reverse Colonization,reverse colonization,"How imperial anxiety imagines the colonized invading and conquering the colonizer.",Critics,"III. Identity-Based & Political","C. Postcolonial & Critical Race",Contemporary,Web,high
Stephen D. Arata,The Occidental Tourist,occidental tourist,"How Dracula stages Victorian fears of racial and imperial decline.",ART,"5. Literature & Literary Theory","B. Historicism & Society",Contemporary,Web,high
Stephen D. Arata,Fictions of Loss,fictions of loss,"How late-Victorian fin-de-siecle fiction registers anxieties of national degeneration.",History,"VIII. Intellectual History","A. History of Ideas",Contemporary,Web,med
Susan Leigh Star,Boundary Objects,boundary objects,"How shared objects coordinate cooperation across groups without requiring consensus.",Society,"VI. Digital & Network Society","Science & Technology Studies (STS)",Contemporary,Web,high
Susan Leigh Star,Infrastructure,infrastructure,"How invisible technical systems become visible only when they break down.",Society,"VI. Digital & Network Society","Social Technology & Data",Contemporary,Web,high
Susan Leigh Star,Standards and Classification,sorting things out,"How classification systems silently embed moral and political choices into infrastructure.",Society,"VI. Digital & Network Society","Science & Technology Studies (STS)",Contemporary,Web,high
Susan Leigh Star,Residual Categories,residual categories,"How those who don't fit official classifications become marginalized and unseen.",Society,"V. Advanced & Applied Social Theories","General Social Theories",Contemporary,Web,med
Susan Leigh Star,Ecology of Visible-Invisible Work,invisible work,"How essential supporting labor stays unrecognized within technical and scientific systems.",Society,"V. Advanced & Applied Social Theories","Work & Organizations",Contemporary,Web,med
T.M. Scanlon,Contractualism,contractualism,"How an act is wrong if no one could reasonably reject the principle.",Politics,"5. Justice, Recognition & Community","D. Philosophy of Law & Justice",Contemporary,Web,high
T.M. Scanlon,What We Owe to Each Other,what we owe to each other,"How morality concerns duties we owe one another as rational beings.",Politics,"11. Contemporary Political Philosophy","A. Political Philosophy (Contemporary)",Contemporary,Web,high
T.M. Scanlon,Reasonable Rejection,reasonable rejection,"How moral rightness depends on principles no affected party could reasonably refuse.",Critics,"VIII. Rhetorical & Discourse","B. Narrative Rhetoric & Ethics",Contemporary,Web,med
T.M. Scanlon,Reasons Fundamentalism,buck-passing account,"How value reduces to the reasons we have to respond to things.",Psychology,"15. Emotion & Motivation","A. Emotion Theory",Contemporary,Web,med
Tania Modleski,Mass-Produced Fantasies for Women,mass-produced fantasies,"How romance and soap operas address real female desires culture leaves unsatisfied.",Culture,"5. British Cultural Studies (Birmingham School)","B. Subculture & Fandom",Contemporary,Web,high
Tania Modleski,Feminism Without Women,feminism without women,"How postfeminist culture appropriates feminism while erasing actual women's interests.",Critics,"III. Identity-Based & Political","A. Feminist & Gender Criticism",Contemporary,Web,high
Tania Modleski,The Soap Opera Spectator,soap opera spectator,"How soap operas' open-ended form trains a distinctively feminine viewing position.",ART,"7. Visual Culture & Media Studies","A. Visual Culture & Spectacle",Contemporary,Web,med
Tania Modleski,Resistance in Mass Culture,resistance and neutralization,"How feminine popular genres encode resistance later neutralized by textual strategies.",Culture,"5. British Cultural Studies (Birmingham School)","D. Cultural Resistance",Contemporary,Web,med
Tanya Horeck,Public Rape,public rape,"How fiction and film publicly stage sexual violation for collective consumption.",ART,"15. Arts in Health, Therapy & Wellbeing","C. Art, Memory, Trauma & Witness",Contemporary,Web,high
Tanya Horeck,Justice on Demand,justice on demand,"How streaming true crime turns viewers into participatory online justice-seekers.",Culture,"11. Digital, Media & Algorithmic Culture","A. Networked & Participatory Culture",Contemporary,Web,high
Tanya Horeck,Screening Affect,screening affect,"How digital interfaces in crime drama route rape culture through feeling.",Culture,"10. Affect, Emotion & Embodiment","A. Affect & Sensory Studies",Contemporary,Web,med
Tanya Horeck,Spectatorship of Violation,spectatorship of violation,"How viewers are implicated as witnesses watching staged sexual violence.",Critics,"XII. Affect & Sensory","C. Trauma & Witnessing",Contemporary,Web,med
Terri Ginsberg,Political Aesthetics of Holocaust Film,political aesthetics of ideology,"How Holocaust cinema's idealist aesthetics obscure its underlying ideological work.",ART,"15. Arts in Health, Therapy & Wellbeing","C. Art, Memory, Trauma & Witness",Contemporary,Web,high
Terri Ginsberg,Palestine Solidarity Cinema,Palestine solidarity film,"How film can advance solidarity with Palestinian liberation against dominant discourse.",ART,"10. Race, Gender & Postcolonial Critique of Art","B. Postcolonial & Decolonial Art",Contemporary,Web,high
Terri Ginsberg,Materialist Film Critique,materialist film critique,"How film criticism must resist idealist turns away from material conditions.",Critics,"VI. Marxist & Materialist","A. Frankfurt School & Critical Theory",Contemporary,Web,med
Teshome Gabriel,Third Cinema,Third Cinema,"How decolonizing film serves collective liberation rather than commerce or auteur expression.",ART,"10. Race, Gender & Postcolonial Critique of Art","B. Postcolonial & Decolonial Art",Contemporary,Web,high
Teshome Gabriel,Aesthetics of Liberation,aesthetics of liberation,"How Third World cinema develops anti-imperialist forms rooted in cultural resistance.",Critics,"III. Identity-Based & Political","C. Postcolonial & Critical Race",Contemporary,Web,high
Teshome Gabriel,Cinema as Guardian of Popular Memory,popular memory,"How Third Cinema preserves the suppressed collective memory of subjugated peoples.",History,"VII. Memory & Oral History","A. Collective & Cultural Memory",Contemporary,Web,high
Teshome Gabriel,Nomadic Aesthetics,nomadic aesthetics,"How traveling, wandering forms structure narrative communities beyond fixed national borders.",Culture,"8. Global & Transnational Culture","B. Diaspora & Deterritorialization",Contemporary,Web,med
Teshome Gabriel,Third Aesthetics,third aesthetics,"How non-Western folk forms and oral tradition reshape cinematic storytelling.",ART,"2. Art History & Historiography","C. Global & Postcolonial Art History",Contemporary,Web,med
