theorist,concept,native,one_liner,part,major,sub,era,source,confidence
Thomas Lamarre,Animetism,アニメティズム,Movement read across image layers rather than through illusionist depth,ART,11. Digital New Media & AI Arts,B. Interactive & Immersive Media,Contemporary,Web,high
Thomas Lamarre,The anime machine,アニメ・マシン,Animation as a material-abstract apparatus generating its own perceptual logic,Culture,7. Media & Communication,B. Media Archaeology & Materiality,Contemporary,Web,high
Thomas Lamarre,Multiplanar image,多平面イメージ,Layered cels create sliding depth that resists single-point perspective,ART,11. Digital New Media & AI Arts,B. Interactive & Immersive Media,Contemporary,Web,high
Thomas Lamarre,Exploded view,展開図的視覚,Pulling-apart of pictorial elements undermines the fixed viewing subject,Culture,7. Media & Communication,C. Visual & Sound Culture,Contemporary,Web,med
Thomas Lamarre,Platformativity,プラットフォーム性,Characters and media franchises bind viewers across television games and streaming,Culture,11. Digital Media & Algorithmic Culture,C. Algorithmic & Platform Culture,Contemporary,Web,high
Thomas Lamarre,Anime ecology,アニメ・エコロジー,Television animation and games form one distributive techno-social environment,Culture,7. Media & Communication,B. Media Archaeology & Materiality,Contemporary,Web,high
Thomas Mathiesen,Synopticon,Synopticon,The many watch the few through mass media spectacle,Society,IV. Contemporary Social Theories,Power and Control,Contemporary,Web,high
Thomas Mathiesen,Viewer society,Tilskuersamfunnet,Modern control works through mutual visibility and media-driven self-discipline,Society,IV. Contemporary Social Theories,Power and Control,Contemporary,Web,high
Thomas Mathiesen,The unfinished (det uferdige),Det uferdige,Activist movements keep power off-balance by refusing fixed final form,Politics,3. Radical & Critical Traditions,A. Marxism & Socialism,Contemporary,Web,med
Thomas Mathiesen,Silent silencing,Lydløs lydløsgjøring,Power neutralizes dissent invisibly so opposition never reaches public debate,Society,IV. Contemporary Social Theories,Power and Control,Contemporary,Web,med
Timotheus Vermeulen,Metamodernism,Metamodernisme,Culture oscillating between modern sincerity and postmodern irony without resolving,Culture,4. Post-Structuralism & Postmodernism,A. Simulation & Hyperreality,Contemporary,Web,high
Timotheus Vermeulen,Oscillation,Oscillatie,Sensibility swinging perpetually between hope and doubt rather than synthesizing,Culture,10. Affect Emotion & Embodiment,A. Affect & Sensory Studies,Contemporary,Web,high
Timotheus Vermeulen,Informed naivety,Geïnformeerde naïviteit,Knowingly choosing hope and engagement despite postmodern skepticism,Culture,4. Post-Structuralism & Postmodernism,B. Performativity & Discourse,Contemporary,Web,med
Timotheus Vermeulen,Atopic structure of feeling,Atopisch gevoel,A placeless in-between sensibility belonging neither here nor there,Culture,10. Affect Emotion & Embodiment,A. Affect & Sensory Studies,Contemporary,Web,med
Toby Beauchamp,Going stealth,Going stealth,Gender conformity demanded as proof of safety under state surveillance,Critics,III. Identity-Based & Political,B. Queer Theory,Contemporary,Web,high
Toby Beauchamp,Transgender as analytic,Transgender as analytic,Treating trans not as identity but as lens onto state power,Critics,III. Identity-Based & Political,B. Queer Theory,Contemporary,Web,high
Toby Beauchamp,Gender nonconformity as security threat,Gender nonconformity as threat,Bodies that read as ambiguous become flagged objects of suspicion,Society,V. Advanced & Applied Social Theories,Gender & Sexuality,Contemporary,Web,high
Toby Beauchamp,Surveillance of gendered difference,Surveillance of gendered difference,Bathroom bills and TSA screening police race-inflected gender legibility,Society,VI. Digital & Network Society,Science & Technology Studies (STS),Contemporary,Web,med
Tony Bennett,Exhibitionary complex,Exhibitionary complex,Museums and fairs train citizens to self-regulate through ordered display,Culture,7. Media & Communication,C. Visual & Sound Culture,Modern,Web,high
Tony Bennett,Reading formation,Reading formation,Texts and readers are co-produced by surrounding institutional discourses,Critics,V. Historical & Cultural Materialist,B. Cultural Studies,Modern,Web,high
Tony Bennett,Civic seeing,Civic seeing,Museum layouts organize vision to produce orderly self-monitoring publics,Culture,13. Material Spatial & Heritage Culture,F. Heritage & Preservation,Contemporary,Web,high
Tony Bennett,Culture and governmentality,Culture and governmentality,Culture deployed as a technology for governing populations and conduct,Culture,12. Cultural Economy & Production,D. Cultural Policy,Contemporary,Web,high
Tony Bennett,The birth of the museum,The birth of the museum,Public museum emerges as disciplinary alternative to the spectacle of punishment,History,V. Cultural History,C. Art & Visual Culture,Modern,Web,high
Trinh T. Minh-ha,Speaking nearby,Speaking nearby,Representing others by gesturing alongside them rather than speaking for them,Critics,III. Identity-Based & Political,C. Postcolonial & Critical Race,Contemporary,Web,high
Trinh T. Minh-ha,Inappropriate/d other,Inappropriate/d other,The marginal subject who refuses both assimilation and fixed difference,Critics,III. Identity-Based & Political,C. Postcolonial & Critical Race,Contemporary,Web,high
Trinh T. Minh-ha,There is no such thing as documentary,There is no such thing as documentary,Documentary truth is always already a constructed framing of reality,ART,7. Visual Culture & Media Studies,A. Visual Culture & Spectacle,Contemporary,Web,high
